player,team,opp,pos,stat,season_avg,pred,low,high,range,line,over_price,under_price,yes_price,no_price,edge,signal,conf,model_prob,implied_prob,ev,ev_pct,kelly_frac,injury_status,market_status,is_active,filter_reason,reasoning,game,home_team,away_team,last5_vals,last5_opps,last5_hit,last10_hit,h2h_last5,opp_rank,role_score,minutes_trend,points_trend,intel_source,history_games,history_latest_date,history_source
Janelle Salaun,,Washington Mystics @ Golden State Valkyries,,PR,16.9,16.0,12.5,19.5,12.5-19.5,15.5,-116.0,-115.5,,,0.5,OVER,MED,0.518,0.537,-0.0354,-3.5,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[14.0, 23.0, 32.0, 9.0, 16.0]","[""Fever"", ""Sun"", ""Tempo"", ""Mystics"", ""Dream""]",0.6,0.4,"[16.9, 16.0, 15.1, 14.2, 17.4]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Nneka Ogwumike,,Los Angeles Sparks @ Chicago Sky,,RA,11.0,11.0,7.5,14.5,7.5-14.5,11.5,-115.5,-116.0,,,-0.5,UNDER,MED,0.518,0.537,-0.0354,-3.5,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[17.0, 10.0, 17.0, 13.0, 14.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.2,0.6,"[10.1, 9.2, 12.3, 11.4, 10.6]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Brittney Griner,,Connecticut Sun @ Phoenix Mercury,,PRA,21.1,22.9,19.4,26.4,19.4-26.4,21.5,-128.0,-104.0,,,1.4,OVER,MED,0.5414,0.5614,-0.0356,-3.6,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[5.0, 42.0, 25.0, 14.0, 25.0]","[""Fire"", ""Lynx"", ""Wings"", ""Mystics"", ""Sky""]",0.6,0.5,"[23.3, 22.4, 21.5, 24.7, 23.8]",8,0,,,,10.0,2026-07-14,wnba_player_game_logs
Nneka Ogwumike,,Los Angeles Sparks @ Chicago Sky,,PTS,16.5,17.8,14.3,21.3,14.3-21.3,16.5,-127.0,-105.0,,,1.3,OVER,MED,0.5388,0.5595,-0.0369,-3.7,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[23.0, 19.0, 25.0, 24.0, 14.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.8,0.7,"[19.6, 18.7, 17.8, 16.9, 16.0]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Nyara Sabally,,Atlanta Dream @ Toronto Tempo,,REB,4.7,4.0,0.5,7.5,0.5-7.5,4.5,-115.5,-116.5,,,-0.5,UNDER,MED,0.518,0.5381,-0.0374,-3.7,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[4.0, 3.0, 1.0, 7.0, 4.0]","[""Mystics"", ""Liberty"", ""Valkyries"", ""Wings"", ""Mercury""]",0.8,0.6,"[5.3, 4.5, 3.5, 2.6, 5.8]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Olivia Nelson-Ododa,,Connecticut Sun @ Phoenix Mercury,,RA,6.9,8.0,4.5,11.5,4.5-11.5,9.5,-3.5,-130.0,,,-1.5,UNDER,MED,0.544,0.5652,-0.0375,-3.8,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[2.0, 12.0, 7.0, 11.0, 9.0]","[""Fire"", ""Valkyries"", ""Lynx"", ""Lynx"", ""Wings""]",0.6,0.6,"[9.3, 8.4, 7.5, 6.7, 9.8]",8,0,,,,10.0,2026-07-14,wnba_player_game_logs
Courtney Williams,,Portland Fire @ Minnesota Lynx,,RA,9.2,9.3,5.8,12.8,5.8-12.8,10.5,-106.5,-126.5,,,-1.2,UNDER,MED,0.5362,0.5585,-0.0399,-4.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[6.0, 10.0, 13.0, 11.0, 15.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",0.4,0.6,"[9.8, 8.9, 8.0, 11.1, 10.2]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Alyssa Thomas,,Connecticut Sun @ Phoenix Mercury,,PR,20.5,22.2,18.7,25.7,18.7-25.7,21.5,-120.0,-113.0,,,0.7,OVER,MED,0.5232,0.5455,-0.0408,-4.1,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[27.0, 13.0, 28.0, 18.0, 22.0]","[""Lynx"", ""Aces"", ""Fever"", ""Sky"", ""Storm""]",0.6,0.5,"[20.4, 23.6, 22.6, 21.8, 20.8]",8,0,,,,10.0,2026-07-13,wnba_player_game_logs
Natisha Hiedeman,,Seattle Storm @ Indiana Fever,,PRA,22.0,22.8,19.3,26.3,19.3-26.3,23.5,-111.0,-120.0,,,-0.7,UNDER,MED,0.5232,0.5455,-0.0408,-4.1,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[12.0, 23.0, 28.0, 25.0, 21.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",0.6,0.5,"[23.2, 22.4, 21.4, 24.6, 23.7]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Julie Allemand,,Atlanta Dream @ Toronto Tempo,,PR,9.4,10.7,7.2,14.2,7.2-14.2,11.5,-12.5,-121.5,,,-0.8,UNDER,MED,0.5258,0.5485,-0.0414,-4.1,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[20.0, 5.0, 8.0, 12.0, 18.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Mercury""]",0.4,0.5,"[10.7, 9.8, 8.9, 12.0, 11.1]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Jade Melbourne,,Seattle Storm @ Indiana Fever,,PTS,8.6,7.9,4.4,11.4,4.4-11.4,8.5,-109.5,-119.67,,,-0.6,UNDER,MED,0.5206,0.5448,-0.0444,-4.4,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[11.0, 7.0, 5.0, 11.0, 5.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",0.6,0.5,"[9.2, 8.3, 7.5, 6.6, 9.7]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Kamilla Cardoso,,Los Angeles Sparks @ Chicago Sky,,PTS,13.7,15.2,11.7,18.7,11.7-18.7,14.5,-122.0,-111.5,,,0.7,OVER,MED,0.5232,0.5495,-0.0479,-4.8,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[6.0, 15.0, 9.0, 16.0, 24.0]","[""Wings"", ""Sparks"", ""Mercury"", ""Aces"", ""Aces""]",0.6,0.6,"[17.0, 16.1, 15.2, 14.3, 13.4]",5,0,,,,10.0,2026-07-12,wnba_player_game_logs
Nneka Ogwumike,,Los Angeles Sparks @ Chicago Sky,,PRA,27.5,28.8,25.3,32.3,25.3-32.3,29.5,-108.0,-122.0,,,-0.7,UNDER,MED,0.5232,0.5495,-0.0479,-4.8,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[40.0, 29.0, 42.0, 37.0, 28.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.4,0.5,"[29.7, 28.8, 27.9, 27.0, 30.2]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Alyssa Thomas,,Connecticut Sun @ Phoenix Mercury,,PA,22.0,23.0,19.5,26.5,19.5-26.5,22.5,-119.5,-112.5,,,0.5,OVER,MED,0.518,0.5444,-0.0485,-4.9,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[31.0, 8.0, 29.0, 16.0, 18.0]","[""Lynx"", ""Aces"", ""Fever"", ""Sky"", ""Storm""]",0.4,0.4,"[21.6, 24.8, 23.9, 23.0, 22.1]",8,0,,,,10.0,2026-07-13,wnba_player_game_logs
Jade Melbourne,,Seattle Storm @ Indiana Fever,,PRA,14.3,14.0,10.5,17.5,10.5-17.5,14.5,-113.0,-119.5,,,-0.5,UNDER,MED,0.518,0.5444,-0.0485,-4.9,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[19.0, 8.0, 11.0, 17.0, 9.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",0.6,0.4,"[14.4, 13.6, 12.7, 15.8, 14.9]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Caitlin Clark,,Seattle Storm @ Indiana Fever,,PTS,19.5,17.7,14.2,21.2,14.2-21.2,18.5,-107.33,-124.0,,,-0.8,UNDER,MED,0.5258,0.5536,-0.0502,-5.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[13.0, 12.0, 9.0, 19.0, 24.0]","[""Valkyries"", ""Aces"", ""Sparks"", ""Mercury"", ""Mercury""]",0.6,0.3,"[19.1, 18.1, 17.2, 16.3, 19.5]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Kayla McBride,,Portland Fire @ Minnesota Lynx,,PR,19.4,21.9,18.4,25.4,18.4-25.4,21.5,-119.0,-114.0,,,0.4,OVER,MED,0.5154,0.5434,-0.0515,-5.1,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[25.0, 43.0, 29.0, 27.0, 31.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",1.0,0.6,"[21.0, 20.1, 23.2, 22.3, 21.4]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Nneka Ogwumike,,Los Angeles Sparks @ Chicago Sky,,PR,24.9,25.9,22.4,29.4,22.4-29.4,26.5,-108.0,-122.0,,,-0.6,UNDER,MED,0.5206,0.5495,-0.0527,-5.3,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[35.0, 24.0, 37.0, 32.0, 25.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.4,0.5,"[27.7, 26.8, 25.9, 25.0, 24.1]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Veronica Burton,,Washington Mystics @ Golden State Valkyries,,PR,15.4,13.2,9.7,16.7,9.7-16.7,14.5,-1.5,-132.0,,,-1.3,UNDER,MED,0.5388,0.569,-0.053,-5.3,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[9.0, 20.0, 8.0, 10.0, 22.0]","[""Fever"", ""Sun"", ""Tempo"", ""Mystics"", ""Dream""]",0.6,0.8,"[15.0, 14.1, 13.2, 12.3, 11.4]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Natisha Hiedeman,,Seattle Storm @ Indiana Fever,,PA,19.4,19.7,16.2,23.2,16.2-23.2,20.5,-106.0,-125.0,,,-0.8,UNDER,MED,0.5258,0.5556,-0.0536,-5.4,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[9.0, 21.0, 23.0, 19.0, 19.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",0.6,0.5,"[21.5, 20.6, 19.7, 18.8, 17.9]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Charlisse Leger-Walker,,Connecticut Sun @ Phoenix Mercury,,PTS,6.9,8.0,4.5,11.5,4.5-11.5,8.5,-107.5,-121.33,,,-0.5,UNDER,MED,0.518,0.5482,-0.0551,-5.5,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[2.0, 10.0, 7.0, 6.0, 14.0]","[""Fire"", ""Valkyries"", ""Lynx"", ""Lynx"", ""Wings""]",0.6,0.5,"[7.1, 6.2, 9.3, 8.4, 7.5]",8,0,,,,10.0,2026-07-14,wnba_player_game_logs
Brittney Griner,,Connecticut Sun @ Phoenix Mercury,,PTS,13.2,14.1,10.6,17.6,10.6-17.6,13.5,-122.75,-108.33,,,0.6,OVER,MED,0.5206,0.5511,-0.0553,-5.5,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[2.0, 29.0, 13.0, 10.0, 14.0]","[""Fire"", ""Lynx"", ""Wings"", ""Mystics"", ""Sky""]",0.4,0.4,"[15.4, 14.5, 13.7, 12.8, 15.9]",8,0,,,,10.0,2026-07-14,wnba_player_game_logs
Rhyne Howard,,Atlanta Dream @ Toronto Tempo,,RA,6.6,6.4,2.9,9.9,2.9-9.9,7.5,-103.5,-130.0,,,-1.1,UNDER,MED,0.5336,0.5652,-0.0559,-5.6,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[8.0, 7.0, 6.0, 8.0, 5.0]","[""Sparks"", ""Fire"", ""Storm"", ""Valkyries"", ""Mystics""]",0.6,0.6,"[7.3, 6.4, 5.5, 4.6, 7.8]",10,0,,,,10.0,2026-07-13,wnba_player_game_logs
Jade Melbourne,,Seattle Storm @ Indiana Fever,,PA,12.3,11.8,8.3,15.3,8.3-15.3,12.5,-108.0,-124.5,,,-0.7,UNDER,MED,0.5232,0.5546,-0.0566,-5.7,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[16.0, 8.0, 9.0, 15.0, 8.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",0.6,0.4,"[13.6, 12.7, 11.8, 10.9, 10.0]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Bridget Carleton,,Portland Fire @ Minnesota Lynx,,PA,15.2,15.5,12.0,19.0,12.0-19.0,14.5,-129.0,-105.0,,,1.0,OVER,MED,0.531,0.5633,-0.0574,-5.7,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[9.0, 6.0, 16.0, 12.0, 16.0]","[""Mystics"", ""Sun"", ""Dream"", ""Aces"", ""Storm""]",0.4,0.5,"[15.1, 14.2, 17.3, 16.4, 15.5]",13,0,,,,10.0,2026-07-16,wnba_player_game_logs
Alyssa Thomas,,Connecticut Sun @ Phoenix Mercury,,PRA,28.7,30.0,26.5,33.5,26.5-33.5,29.5,-122.33,-108.5,,,0.5,OVER,MED,0.518,0.5502,-0.0586,-5.9,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[39.0, 14.0, 35.0, 23.0, 31.0]","[""Lynx"", ""Aces"", ""Fever"", ""Sky"", ""Storm""]",0.6,0.5,"[31.4, 30.4, 29.6, 28.6, 31.8]",8,0,,,,10.0,2026-07-13,wnba_player_game_logs
Nneka Ogwumike,,Los Angeles Sparks @ Chicago Sky,,PR,24.9,25.9,22.4,29.4,22.4-29.4,25.5,-121.0,-112.0,,,0.4,OVER,MED,0.5154,0.5475,-0.0586,-5.9,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[35.0, 24.0, 37.0, 32.0, 25.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.6,0.5,"[27.7, 26.8, 25.9, 25.0, 24.1]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Rhyne Howard,,Atlanta Dream @ Toronto Tempo,,PTS,17.7,19.0,15.5,22.5,15.5-22.5,19.5,-110.5,-122.67,,,-0.5,UNDER,MED,0.518,0.5509,-0.0597,-6.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[11.0, 10.0, 19.0, 19.0, 24.0]","[""Sparks"", ""Fire"", ""Storm"", ""Valkyries"", ""Mystics""]",0.8,0.6,"[18.6, 17.6, 20.8, 19.9, 19.0]",10,0,,,,10.0,2026-07-13,wnba_player_game_logs
Natisha Hiedeman,,Seattle Storm @ Indiana Fever,,RA,7.0,6.6,3.1,10.1,3.1-10.1,7.5,-5.0,-128.5,,,-0.9,UNDER,MED,0.5284,0.5624,-0.0604,-6.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[6.0, 5.0, 8.0, 10.0, 6.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",0.6,0.6,"[5.2, 8.4, 7.5, 6.6, 5.7]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Georgia Amoore,,Washington Mystics @ Golden State Valkyries,,PA,9.6,8.5,5.0,12.0,5.0-12.0,9.5,-104.0,-130.0,,,-1.0,UNDER,MED,0.531,0.5652,-0.0605,-6.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[5.0, 9.0, 4.0, 3.0, 11.0]","[""Fire"", ""Tempo"", ""Storm"", ""Valkyries"", ""Dream""]",0.8,0.6,"[6.7, 9.8, 8.9, 8.1, 7.2]",4,0,,,,10.0,2026-07-16,wnba_player_game_logs
Shakira Austin,,Washington Mystics @ Golden State Valkyries,,PR,22.6,23.0,19.5,26.5,19.5-26.5,22.5,-123.0,-110.0,,,0.5,OVER,MED,0.518,0.5516,-0.0609,-6.1,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[28.0, 27.0, 18.0, 22.0, 30.0]","[""Fire"", ""Tempo"", ""Storm"", ""Valkyries"", ""Dream""]",0.6,0.4,"[22.6, 21.6, 24.8, 23.9, 23.0]",4,0,,,,10.0,2026-07-16,wnba_player_game_logs
Nneka Ogwumike,,Los Angeles Sparks @ Chicago Sky,,REB,8.4,8.1,4.6,11.6,4.6-11.6,8.5,-112.5,-121.67,,,-0.4,UNDER,MED,0.5154,0.5489,-0.061,-6.1,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[12.0, 5.0, 12.0, 8.0, 11.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.4,0.7,"[8.5, 7.6, 6.8, 9.9, 9.0]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Kamilla Cardoso,,Los Angeles Sparks @ Chicago Sky,,REB,8.0,7.9,4.4,11.4,4.4-11.4,9.5,33.0,-139.5,,,-1.6,UNDER,MED,0.5466,0.5825,-0.0616,-6.2,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[3.0, 8.0, 4.0, 10.0, 8.0]","[""Wings"", ""Sparks"", ""Mercury"", ""Aces"", ""Aces""]",0.8,0.8,"[8.3, 7.5, 6.6, 9.7, 8.8]",5,0,,,,10.0,2026-07-12,wnba_player_game_logs
Jordin Canada,,Atlanta Dream @ Toronto Tempo,,PR,14.1,15.6,12.1,19.1,12.1-19.1,16.5,-105.0,-129.0,,,-0.9,UNDER,MED,0.5284,0.5633,-0.062,-6.2,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[19.0, 14.0, 23.0, 11.0, 13.0]","[""Sparks"", ""Fire"", ""Storm"", ""Valkyries"", ""Mystics""]",0.6,0.6,"[13.8, 16.9, 16.1, 15.2, 14.2]",10,0,,,,10.0,2026-07-13,wnba_player_game_logs
Janelle Salaun,,Washington Mystics @ Golden State Valkyries,,PTS,12.9,12.1,8.6,15.6,8.6-15.6,11.5,-125.0,-105.0,,,0.6,OVER,MED,0.5206,0.5556,-0.0629,-6.3,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[12.0, 16.0, 26.0, 8.0, 14.0]","[""Fever"", ""Sun"", ""Tempo"", ""Mystics"", ""Dream""]",0.8,0.5,"[13.0, 12.1, 11.2, 10.3, 13.4]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Kayla McBride,,Portland Fire @ Minnesota Lynx,,PRA,21.9,24.3,20.8,27.8,20.8-27.8,23.5,-128.0,-107.0,,,0.8,OVER,MED,0.5258,0.5614,-0.0634,-6.3,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[26.0, 44.0, 31.0, 31.0, 33.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",1.0,0.6,"[22.5, 25.7, 24.8, 23.9, 22.9]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Veronica Burton,,Washington Mystics @ Golden State Valkyries,,PA,17.3,16.4,12.9,19.9,12.9-19.9,15.5,-129.5,-3.5,,,0.9,OVER,MED,0.5284,0.5643,-0.0636,-6.4,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[8.0, 23.0, 12.0, 10.0, 25.0]","[""Fever"", ""Sun"", ""Tempo"", ""Mystics"", ""Dream""]",0.4,0.3,"[14.6, 17.8, 16.8, 15.9, 15.0]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Aliyah Boston,,Seattle Storm @ Indiana Fever,,PA,19.5,19.4,15.9,22.9,15.9-22.9,18.5,-130.0,-102.0,,,0.9,OVER,MED,0.5284,0.5652,-0.0651,-6.5,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[16.0, 23.0, 21.0, 19.0, 20.0]","[""Valkyries"", ""Aces"", ""Mercury"", ""Aces"", ""Sparks""]",0.8,0.8,"[17.6, 20.8, 19.8, 18.9, 18.0]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Veronica Burton,,Washington Mystics @ Golden State Valkyries,,PTS,12.1,11.4,7.9,14.9,7.9-14.9,10.5,-130.5,-0.5,,,0.9,OVER,MED,0.5284,0.5662,-0.0667,-6.7,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[4.0, 17.0, 6.0, 7.0, 21.0]","[""Fever"", ""Sun"", ""Tempo"", ""Mystics"", ""Dream""]",0.4,0.2,"[13.2, 12.3, 11.4, 10.5, 9.6]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
