player,team,opp,pos,stat,season_avg,pred,low,high,range,line,over_price,under_price,yes_price,no_price,edge,signal,conf,model_prob,implied_prob,ev,ev_pct,kelly_frac,injury_status,market_status,is_active,filter_reason,reasoning,game,home_team,away_team,last5_vals,last5_opps,last5_hit,last10_hit,h2h_last5,opp_rank,role_score,minutes_trend,points_trend,intel_source,history_games,history_latest_date,history_source
Bridget Carleton,,Portland Fire @ Minnesota Lynx,,RA,5.4,6.2,2.7,9.7,2.7-9.7,5.5,-128.0,-102.0,,,0.7,OVER,MED,0.5232,0.5614,-0.068,-6.8,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[6.0, 0.0, 7.0, 9.0, 9.0]","[""Mystics"", ""Sun"", ""Dream"", ""Aces"", ""Storm""]",0.8,0.5,"[6.7, 5.8, 4.8, 8.0, 7.1]",13,0,,,,10.0,2026-07-16,wnba_player_game_logs
Courtney Vandersloot,,Los Angeles Sparks @ Chicago Sky,,RA,7.8,6.6,3.1,10.1,3.1-10.1,7.5,-3.0,-131.0,,,-0.9,UNDER,MED,0.5284,0.5671,-0.0682,-6.8,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[7.0, 1.0, 7.0, 4.0, 5.0]","[""Storm"", ""Wings"", ""Sparks"", ""Mercury"", ""Aces""]",1.0,0.7143,"[5.7, 4.8, 7.9, 7.0, 6.1]",5,0,,,,7.0,2026-07-15,wnba_player_game_logs
Nneka Ogwumike,,Los Angeles Sparks @ Chicago Sky,,PRA,27.5,28.9,25.4,32.4,25.4-32.4,28.5,-124.0,-109.0,,,0.4,OVER,MED,0.5154,0.5536,-0.069,-6.9,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[40.0, 29.0, 42.0, 37.0, 28.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.8,0.6,"[29.8, 28.9, 28.0, 27.1, 30.2]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Kayla McBride,,Portland Fire @ Minnesota Lynx,,PA,18.1,20.7,17.2,24.2,17.2-24.2,21.5,-102.0,-130.0,,,-0.8,UNDER,MED,0.5258,0.5652,-0.0697,-7.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[25.0, 38.0, 27.0, 27.0, 30.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",0.0,0.5,"[20.2, 19.3, 22.5, 21.6, 20.7]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Brittney Griner,,Connecticut Sun @ Phoenix Mercury,,PA,15.5,16.4,12.9,19.9,12.9-19.9,15.5,-131.5,-102.0,,,0.9,OVER,MED,0.5284,0.568,-0.0698,-7.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[4.0, 32.0, 14.0, 12.0, 17.0]","[""Fire"", ""Lynx"", ""Wings"", ""Mystics"", ""Sky""]",0.4,0.4,"[18.2, 17.3, 16.4, 15.5, 14.6]",8,0,,,,10.0,2026-07-14,wnba_player_game_logs
Angel Reese,,Atlanta Dream @ Toronto Tempo,,REB,11.2,11.3,7.8,14.8,7.8-14.8,12.5,101.33,-136.33,,,-1.2,UNDER,MED,0.5362,0.5769,-0.0705,-7.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[13.0, 11.0, 13.0, 13.0, 9.0]","[""Sparks"", ""Storm"", ""Valkyries"", ""Mystics"", ""Storm""]",0.4,0.7,"[9.5, 12.7, 11.8, 10.9, 10.0]",10,0,,,,10.0,2026-07-13,wnba_player_game_logs
Olivia Miles,,Portland Fire @ Minnesota Lynx,,RA,10.1,10.1,6.6,13.6,6.6-13.6,10.5,-107.5,-125.0,,,-0.4,UNDER,MED,0.5154,0.5556,-0.0723,-7.2,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[9.0, 11.0, 9.0, 10.0, 11.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Liberty"", ""Wings""]",0.6,0.7,"[11.9, 11.0, 10.1, 9.2, 8.3]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Veronica Burton,,Washington Mystics @ Golden State Valkyries,,PRA,20.5,18.7,15.2,22.2,15.2-22.2,19.5,-102.5,-131.0,,,-0.8,UNDER,MED,0.5258,0.5671,-0.0728,-7.3,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[13.0, 26.0, 14.0, 13.0, 26.0]","[""Fever"", ""Sun"", ""Tempo"", ""Mystics"", ""Dream""]",0.6,0.6,"[19.6, 18.7, 17.8, 16.9, 20.1]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Carla Leite,,Portland Fire @ Minnesota Lynx,,RA,7.8,8.0,4.5,11.5,4.5-11.5,7.5,-127.5,-105.5,,,0.5,OVER,MED,0.518,0.5604,-0.0757,-7.6,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[6.0, 2.0, 13.0, 8.0, 7.0]","[""Mystics"", ""Sun"", ""Dream"", ""Aces"", ""Storm""]",0.4,0.4,"[9.3, 8.4, 7.5, 6.7, 9.8]",13,0,,,,10.0,2026-07-16,wnba_player_game_logs
Rae Burrell,,Los Angeles Sparks @ Chicago Sky,,AST,1.8,1.4,-2.1,4.9,-2.1-4.9,2.5,-1.5,-137.0,,,-1.1,UNDER,MED,0.5336,0.5781,-0.0769,-7.7,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[2.0, 4.0, 4.0, 4.0, 0.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.4,0.4,"[0.0, 3.2, 2.3, 1.4, 0.5]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Natasha Howard,,Portland Fire @ Minnesota Lynx,,REB,7.8,8.9,5.4,12.4,5.4-12.4,7.5,-142.0,105.5,,,1.4,OVER,MED,0.5414,0.5868,-0.0773,-7.7,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[10.0, 3.0, 9.0, 10.0, 6.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",0.6,0.6,"[8.5, 7.6, 10.7, 9.8, 8.9]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Natisha Hiedeman,,Seattle Storm @ Indiana Fever,,PRA,22.0,22.9,19.4,26.4,19.4-26.4,22.5,-127.0,-107.0,,,0.4,OVER,MED,0.5154,0.5595,-0.0788,-7.9,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[12.0, 23.0, 28.0, 25.0, 21.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",0.6,0.6,"[23.3, 22.4, 21.5, 24.7, 23.8]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Bridget Carleton,,Portland Fire @ Minnesota Lynx,,AST,1.8,1.9,-1.6,5.4,-1.6-5.4,2.5,-103.5,-130.0,,,-0.6,UNDER,MED,0.5206,0.5652,-0.0789,-7.9,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[3.0, 0.0, 4.0, 3.0, 2.0]","[""Mystics"", ""Sun"", ""Dream"", ""Aces"", ""Storm""]",0.4,0.7,"[2.4, 1.4, 0.5, 3.7, 2.8]",13,0,,,,10.0,2026-07-16,wnba_player_game_logs
Kayla McBride,,Portland Fire @ Minnesota Lynx,,RA,6.2,6.1,2.6,9.6,2.6-9.6,5.5,-130.0,-102.0,,,0.6,OVER,MED,0.5206,0.5652,-0.0789,-7.9,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[2.0, 7.0, 6.0, 8.0, 5.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",0.6,0.5,"[6.5, 5.6, 4.8, 7.9, 7.0]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Monique Billings,,Seattle Storm @ Indiana Fever,,REB,5.2,5.0,1.5,8.5,1.5-8.5,6.5,109.75,-144.67,,,-1.5,UNDER,MED,0.544,0.5913,-0.08,-8.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[5.0, 5.0, 2.0, 12.0, 6.0]","[""Valkyries"", ""Aces"", ""Mercury"", ""Sparks"", ""Aces""]",0.8,0.8,"[5.9, 5.0, 4.1, 3.2, 6.3]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Julie Allemand,,Atlanta Dream @ Toronto Tempo,,PTS,6.3,7.6,4.1,11.1,4.1-11.1,8.5,116.0,-135.0,,,-0.9,UNDER,MED,0.5284,0.5745,-0.0802,-8.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[15.0, 2.0, 3.0, 9.0, 11.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Mercury""]",0.4,0.5,"[7.6, 6.7, 5.8, 8.9, 8.0]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Isabelle Harrison,,Atlanta Dream @ Toronto Tempo,,RA,8.1,8.2,4.7,11.7,4.7-11.7,7.5,-132.0,-103.0,,,0.7,OVER,MED,0.5232,0.569,-0.0804,-8.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[6.0, 4.0, 9.0, 10.0, 6.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Wings""]",0.4,0.6,"[6.8, 10.0, 9.1, 8.2, 7.3]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Caitlin Clark,,Seattle Storm @ Indiana Fever,,REB,3.8,2.7,-0.8,6.2,-0.8-6.2,4.5,110.5,-150.33,,,-1.8,UNDER,MED,0.5518,0.6005,-0.0811,-8.1,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[3.0, 7.0, 4.0, 0.0, 3.0]","[""Valkyries"", ""Aces"", ""Sparks"", ""Mercury"", ""Mercury""]",0.8,0.7,"[2.7, 1.8, 0.9, 4.1, 3.2]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Isabelle Harrison,,Atlanta Dream @ Toronto Tempo,,REB,6.2,6.3,2.8,9.8,2.8-9.8,5.5,-134.0,33.33,,,0.8,OVER,MED,0.5258,0.5726,-0.0818,-8.2,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[5.0, 4.0, 8.0, 8.0, 5.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Wings""]",0.4,0.7,"[6.3, 5.4, 4.5, 7.7, 6.8]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Natasha Cloud,,Los Angeles Sparks @ Chicago Sky,,REB,3.5,3.0,-0.5,6.5,-0.5-6.5,3.5,-106.33,-129.5,,,-0.5,UNDER,MED,0.518,0.5643,-0.082,-8.2,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[2.0, 0.0, 2.0, 4.0, 3.0]","[""Storm"", ""Wings"", ""Sparks"", ""Mercury"", ""Aces""]",0.8,0.7,"[3.5, 2.5, 1.6, 4.8, 3.9]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Courtney Williams,,Portland Fire @ Minnesota Lynx,,REB,5.1,4.9,1.4,8.4,1.4-8.4,5.5,-102.0,-131.5,,,-0.6,UNDER,MED,0.5206,0.568,-0.0835,-8.3,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[2.0, 7.0, 12.0, 4.0, 9.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",0.4,0.6,"[6.7, 5.8, 4.9, 4.0, 3.1]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Kamilla Cardoso,,Los Angeles Sparks @ Chicago Sky,,PTS,13.7,15.1,11.6,18.6,11.6-18.6,15.5,-104.0,-129.0,,,-0.4,UNDER,MED,0.5154,0.5633,-0.0851,-8.5,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[6.0, 15.0, 9.0, 16.0, 24.0]","[""Wings"", ""Sparks"", ""Mercury"", ""Aces"", ""Aces""]",0.6,0.5,"[16.9, 16.0, 15.1, 14.2, 13.3]",5,0,,,,10.0,2026-07-12,wnba_player_game_logs
Dearica Hamby,,Los Angeles Sparks @ Chicago Sky,,RA,9.6,9.2,5.7,12.7,5.7-12.7,10.5,108.0,-144.0,,,-1.3,UNDER,MED,0.5388,0.5902,-0.087,-8.7,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[9.0, 7.0, 10.0, 11.0, 6.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.8,0.6,"[7.4, 10.5, 9.6, 8.8, 7.8]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Aliyah Boston,,Seattle Storm @ Indiana Fever,,PRA,27.8,27.9,24.4,31.4,24.4-31.4,27.5,-130.0,-102.0,,,0.4,OVER,MED,0.5154,0.5652,-0.0881,-8.8,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[23.0, 34.0, 30.0, 29.0, 27.0]","[""Valkyries"", ""Aces"", ""Mercury"", ""Aces"", ""Sparks""]",0.6,0.7,"[28.8, 27.9, 27.0, 26.1, 29.2]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Rae Burrell,,Los Angeles Sparks @ Chicago Sky,,REB,2.2,2.1,-1.4,5.6,-1.4-5.6,2.5,-103.5,-130.0,,,-0.4,UNDER,MED,0.5154,0.5652,-0.0881,-8.8,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[4.0, 4.0, 1.0, 3.0, 1.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.4,0.6,"[2.1, 1.2, 0.3, 3.5, 2.6]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Kayla McBride,,Portland Fire @ Minnesota Lynx,,3PM,3.8,4.2,0.7,7.7,0.7-7.7,2.5,-151.5,112.5,,,1.7,OVER,MED,0.5492,0.6024,-0.0883,-8.8,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[2.0, 6.0, 5.0, 2.0, 4.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",0.6,0.6,"[4.2, 3.3, 2.4, 5.6, 4.7]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Emily Engstler,,Portland Fire @ Minnesota Lynx,,AST,1.6,1.8,-1.7,5.3,-1.7-5.3,2.5,0.5,-135.0,,,-0.7,UNDER,MED,0.5232,0.5745,-0.0892,-8.9,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[5.0, 2.0, 4.0, 2.0, 0.0]","[""Mystics"", ""Sun"", ""Dream"", ""Aces"", ""Storm""]",0.6,0.5,"[1.8, 0.9, 0, 3.2, 2.2]",13,0,,,,10.0,2026-07-16,wnba_player_game_logs
Maria Conde,,Atlanta Dream @ Toronto Tempo,,PRA,14.9,15.9,12.4,19.4,12.4-19.4,15.5,-131.0,-102.5,,,0.4,OVER,MED,0.5154,0.5671,-0.0912,-9.1,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[9.0, 13.0, 24.0, 13.0, 16.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Wings""]",0.4,0.6,"[15.0, 14.1, 17.2, 16.4, 15.5]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Alyssa Thomas,,Connecticut Sun @ Phoenix Mercury,,REB,6.7,7.2,3.7,10.7,3.7-10.7,6.5,-135.75,101.33,,,0.7,OVER,MED,0.5232,0.5758,-0.0914,-9.1,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[8.0, 6.0, 6.0, 7.0, 13.0]","[""Lynx"", ""Aces"", ""Fever"", ""Sky"", ""Storm""]",0.6,0.4,"[8.1, 7.2, 6.3, 5.4, 8.6]",8,0,,,,10.0,2026-07-13,wnba_player_game_logs
Erica Wheeler,,Los Angeles Sparks @ Chicago Sky,,RA,6.4,6.4,2.9,9.9,2.9-9.9,7.5,106.0,-142.5,,,-1.1,UNDER,MED,0.5336,0.5876,-0.0919,-9.2,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[8.0, 7.0, 10.0, 10.0, 8.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.2,0.5,"[6.4, 5.5, 4.6, 7.8, 6.9]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Kelsey Mitchell,,Seattle Storm @ Indiana Fever,,AST,2.7,3.6,0.1,7.1,0.1-7.1,2.5,-145.5,108.5,,,1.1,OVER,MED,0.5336,0.5927,-0.0997,-10.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[4.0, 3.0, 8.0, 3.0, 3.0]","[""Valkyries"", ""Aces"", ""Mercury"", ""Sparks"", ""Aces""]",1.0,0.7,"[4.0, 3.1, 2.2, 5.4, 4.5]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Allisha Gray,,Atlanta Dream @ Toronto Tempo,,REB,3.0,2.9,-0.6,6.4,-0.6-6.4,3.5,-53.0,-137.33,,,-0.6,UNDER,MED,0.5206,0.5786,-0.1003,-10.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[1.0, 3.0, 3.0, 4.0, 4.0]","[""Sparks"", ""Fire"", ""Storm"", ""Valkyries"", ""Mystics""]",0.6,0.7,"[1.5, 4.7, 3.8, 2.9, 2.0]",10,0,,,,10.0,2026-07-13,wnba_player_game_logs
Allisha Gray,,Atlanta Dream @ Toronto Tempo,,AST,2.1,2.0,-1.5,5.5,-1.5-5.5,2.5,-5.0,-136.0,,,-0.5,UNDER,MED,0.518,0.5763,-0.1011,-10.1,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[2.0, 2.0, 5.0, 3.0, 3.0]","[""Sparks"", ""Fire"", ""Storm"", ""Valkyries"", ""Mystics""]",0.4,0.6,"[3.4, 2.5, 1.6, 0.6, 3.8]",10,0,,,,10.0,2026-07-13,wnba_player_game_logs
Brittney Griner,,Connecticut Sun @ Phoenix Mercury,,REB,5.6,6.4,2.9,9.9,2.9-9.9,5.5,-143.67,107.0,,,0.9,OVER,MED,0.5284,0.5896,-0.1038,-10.4,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[1.0, 10.0, 11.0, 2.0, 8.0]","[""Fire"", ""Lynx"", ""Wings"", ""Mystics"", ""Sky""]",0.6,0.5,"[6.4, 5.5, 4.6, 7.8, 6.9]",8,0,,,,10.0,2026-07-14,wnba_player_game_logs
Sonia Citron,,Washington Mystics @ Golden State Valkyries,,AST,3.4,3.8,0.3,7.3,0.3-7.3,2.5,-153.0,114.0,,,1.3,OVER,MED,0.5388,0.6047,-0.109,-10.9,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[3.0, 4.0, 1.0, 4.0, 3.0]","[""Fire"", ""Tempo"", ""Storm"", ""Fire"", ""Sun""]",0.8,0.7,"[5.2, 4.2, 3.3, 2.4, 5.6]",4,0,,,,10.0,2026-07-16,wnba_player_game_logs
Alyssa Thomas,,Connecticut Sun @ Phoenix Mercury,,RA,14.9,15.0,11.5,18.5,11.5-18.5,14.5,-139.5,104.0,,,0.5,OVER,MED,0.518,0.5825,-0.1107,-11.1,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[20.0, 7.0, 13.0, 12.0, 22.0]","[""Lynx"", ""Aces"", ""Fever"", ""Sky"", ""Storm""]",0.4,0.4,"[14.6, 13.7, 16.8, 15.9, 15.0]",8,0,,,,10.0,2026-07-13,wnba_player_game_logs
Brittney Griner,,Connecticut Sun @ Phoenix Mercury,,RA,7.9,8.7,5.2,12.2,5.2-12.2,7.5,-152.0,114.0,,,1.2,OVER,MED,0.5362,0.6032,-0.111,-11.1,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[3.0, 13.0, 12.0, 4.0, 11.0]","[""Fire"", ""Lynx"", ""Wings"", ""Mystics"", ""Sky""]",0.6,0.5,"[7.3, 10.5, 9.6, 8.7, 7.8]",8,0,,,,10.0,2026-07-14,wnba_player_game_logs
Olivia Nelson-Ododa,,Connecticut Sun @ Phoenix Mercury,,REB,5.3,6.7,3.2,10.2,3.2-10.2,7.5,55.5,-145.33,,,-0.8,UNDER,MED,0.5258,0.5924,-0.1124,-11.2,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[2.0, 8.0, 5.0, 8.0, 8.0]","[""Fire"", ""Valkyries"", ""Lynx"", ""Lynx"", ""Wings""]",0.4,0.5,"[5.3, 8.5, 7.6, 6.7, 5.8]",8,0,,,,10.0,2026-07-14,wnba_player_game_logs
Naz Hillmon,,Atlanta Dream @ Toronto Tempo,,REB,4.5,3.9,0.4,7.4,0.4-7.4,5.5,120.0,-160.67,,,-1.6,UNDER,MED,0.5466,0.6164,-0.1132,-11.3,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[5.0, 8.0, 2.0, 5.0, 5.0]","[""Sparks"", ""Fire"", ""Storm"", ""Valkyries"", ""Mystics""]",0.8,0.8,"[4.8, 3.9, 3.0, 2.1, 5.2]",10,0,,,,10.0,2026-07-13,wnba_player_game_logs
