archive_index,game_date,game_id,player,stat,side,alt_line,american_odds,market_implied_probability,model_score,score_band,prior_games,prior_actual_mean,prior_actual_std,prior_actual_min,prior_actual_max,rolling3_actual_mean,rolling5_actual_mean,rolling10_actual_mean,rolling5_actual_std,rolling10_actual_std,rolling5_trend_slope,rolling10_trend_slope,line_minus_prior_mean,historical_hit_rate_at_current_line,historical_hit_rate_l5_at_current_line,historical_hit_rate_l10_at_current_line,target_actual,target_win,canonical_outcome,certification
199,2026-07-15,401857070,Kelsey Mitchell,PA,OVER,23.5,-112.0,0.5283018867924528,,UNKNOWN,1,30.0,0.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,,,-6.5,1.0,1.0,1.0,24.0,1,WIN,PRIMARY_CERTIFIED
156,2026-07-15,401857070,Kelsey Mitchell,PA,OVER,24.5,-106.0,0.5145631067961165,,UNKNOWN,1,30.0,0.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,,,-5.5,1.0,1.0,1.0,24.0,0,LOSS,PRIMARY_CERTIFIED
200,2026-07-15,401857070,Kelsey Mitchell,PRA,OVER,25.5,-110.5,0.5249406175771971,,UNKNOWN,1,33.0,0.0,33.0,33.0,33.0,33.0,33.0,0.0,0.0,,,-7.5,1.0,1.0,1.0,25.0,0,LOSS,PRIMARY_CERTIFIED
198,2026-07-15,401857070,Kelsey Mitchell,PTS,OVER,20.5,-116.0,0.5370370370370371,,UNKNOWN,1,27.0,0.0,27.0,27.0,27.0,27.0,27.0,0.0,0.0,,,-6.5,1.0,1.0,1.0,20.0,0,LOSS,PRIMARY_CERTIFIED
154,2026-07-15,401857070,Kelsey Mitchell,PTS,OVER,21.5,-4.0,0.038461538461538464,,UNKNOWN,1,27.0,0.0,27.0,27.0,27.0,27.0,27.0,0.0,0.0,,,-5.5,1.0,1.0,1.0,20.0,0,LOSS,PRIMARY_CERTIFIED
205,2026-07-15,401857070,Sophie Cunningham,REB,UNDER,2.5,-147.0,0.5951417004048583,,UNKNOWN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.5,1.0,1.0,1.0,2.0,1,WIN,PRIMARY_CERTIFIED
183,2026-07-15,401857070,Veronica Burton,3PM,UNDER,1.5,-244.0,0.7093023255813954,,UNKNOWN,0,,,,,,,,,,,,,,,,0.0,1,WIN,PRIMARY_CERTIFIED
243,2026-07-15,401857070,Veronica Burton,3PM,UNDER,1.5,-240.67,0.7064607978395515,,UNKNOWN,0,,,,,,,,,,,,,,,,0.0,1,WIN,PRIMARY_CERTIFIED
186,2026-07-15,401857070,Veronica Burton,REB,UNDER,3.5,-179.5,0.6422182468694096,,UNKNOWN,0,,,,,,,,,,,,,,,,5.0,0,LOSS,PRIMARY_CERTIFIED
254,2026-07-15,401857070,Veronica Burton,REB,UNDER,3.5,-174.0,0.635036496350365,,UNKNOWN,0,,,,,,,,,,,,,,,,5.0,0,LOSS,PRIMARY_CERTIFIED
302,2026-07-16,401857071,Georgia Amoore,PA,UNDER,10.5,-124.0,0.5535714285714286,,UNKNOWN,0,,,,,,,,,,,,,,,,5.0,1,WIN,PRIMARY_CERTIFIED
308,2026-07-16,401857071,Sarah Ashlee Barker,3PM,UNDER,1.5,-224.0,0.691358024691358,,UNKNOWN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.5,1.0,1.0,1.0,2.0,0,LOSS,PRIMARY_CERTIFIED
273,2026-07-16,401857071,Shakira Austin,AST,UNDER,3.5,-145.0,0.5918367346938775,,UNKNOWN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.5,1.0,1.0,1.0,4.0,0,LOSS,PRIMARY_CERTIFIED
220,2026-07-16,401857071,Shakira Austin,PA,UNDER,17.5,-4.5,0.0430622009569378,,UNKNOWN,0,,,,,,,,,,,,,,,,23.0,0,LOSS,PRIMARY_CERTIFIED
278,2026-07-16,401857071,Shakira Austin,PA,UNDER,18.5,-111.5,0.5271867612293144,,UNKNOWN,0,,,,,,,,,,,,,,,,23.0,0,LOSS,PRIMARY_CERTIFIED
260,2026-07-16,401857071,Shakira Austin,PRA,UNDER,27.5,-124.0,0.5535714285714286,,UNKNOWN,0,,,,,,,,,,,,,,,,32.0,0,LOSS,PRIMARY_CERTIFIED
296,2026-07-16,401857071,Shakira Austin,PRA,UNDER,27.5,-112.0,0.5283018867924528,,UNKNOWN,0,,,,,,,,,,,,,,,,32.0,0,LOSS,PRIMARY_CERTIFIED
282,2026-07-16,401857071,Shakira Austin,PRA,UNDER,28.5,-125.0,0.5555555555555556,,UNKNOWN,0,,,,,,,,,,,,,,,,32.0,0,LOSS,PRIMARY_CERTIFIED
303,2026-07-17,401857073,Caitlin Clark,3PM,UNDER,2.5,-163.5,0.6204933586337761,,UNKNOWN,0,,,,,,,,,,,,,,,,6.0,0,LOSS,PRIMARY_CERTIFIED
355,2026-07-17,401857073,Caitlin Clark,3PM,UNDER,2.5,-152.0,0.6031746031746031,,UNKNOWN,0,,,,,,,,,,,,,,,,6.0,0,LOSS,PRIMARY_CERTIFIED
356,2026-07-17,401857073,Caitlin Clark,AST,UNDER,7.5,-153.0,0.6047430830039525,,UNKNOWN,0,,,,,,,,,,,,,,,,10.0,0,LOSS,PRIMARY_CERTIFIED
365,2026-07-17,401857073,Caitlin Clark,PA,UNDER,25.5,-116.5,0.5381062355658198,,UNKNOWN,0,,,,,,,,,,,,,,,,55.0,0,LOSS,PRIMARY_CERTIFIED
364,2026-07-17,401857073,Caitlin Clark,PR,UNDER,22.5,-117.0,0.5391705069124424,,UNKNOWN,0,,,,,,,,,,,,,,,,47.0,0,LOSS,PRIMARY_CERTIFIED
362,2026-07-17,401857073,Caitlin Clark,PRA,UNDER,29.5,-109.0,0.5215311004784688,,UNKNOWN,0,,,,,,,,,,,,,,,,57.0,0,LOSS,PRIMARY_CERTIFIED
366,2026-07-17,401857073,Caitlin Clark,PTS,UNDER,18.5,-124.0,0.5535714285714286,,UNKNOWN,0,,,,,,,,,,,,,,,,45.0,0,LOSS,PRIMARY_CERTIFIED
290,2026-07-17,401857073,Dominique Malonga,PTS,UNDER,16.5,-108.5,0.5203836930455635,,UNKNOWN,2,10.0,6.0,4.0,16.0,10.0,10.0,10.0,6.0,6.0,12.0,12.0,6.5,1.0,1.0,1.0,28.0,0,LOSS,PRIMARY_CERTIFIED
338,2026-07-17,401857073,Dominique Malonga,PTS,UNDER,17.5,-128.33,0.5620374020058687,,UNKNOWN,2,10.0,6.0,4.0,16.0,10.0,10.0,10.0,6.0,6.0,12.0,12.0,7.5,1.0,1.0,1.0,28.0,0,LOSS,PRIMARY_CERTIFIED
270,2026-07-17,401857073,Kelsey Mitchell,3PM,OVER,2.5,-144.0,0.5901639344262295,,UNKNOWN,2,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,-0.5,1.0,1.0,1.0,3.0,1,WIN,PRIMARY_CERTIFIED
312,2026-07-17,401857073,Kelsey Mitchell,3PM,OVER,2.5,-127.4,0.5602462620932278,,UNKNOWN,2,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,-0.5,1.0,1.0,1.0,3.0,1,WIN,PRIMARY_CERTIFIED
271,2026-07-17,401857073,Kelsey Mitchell,AST,OVER,2.5,-161.0,0.6168582375478927,,UNKNOWN,2,3.5,0.5,3.0,4.0,3.5,3.5,3.5,0.5,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0,LOSS,PRIMARY_CERTIFIED
313,2026-07-17,401857073,Kelsey Mitchell,AST,OVER,2.5,-145.5,0.5926680244399185,,UNKNOWN,2,3.5,0.5,3.0,4.0,3.5,3.5,3.5,0.5,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0,LOSS,PRIMARY_CERTIFIED
272,2026-07-17,401857073,Lexie Hull,REB,UNDER,3.5,-107.0,0.5169082125603864,,UNKNOWN,0,,,,,,,,,,,,,,,,2.0,1,WIN,PRIMARY_CERTIFIED
306,2026-07-17,401857073,Monique Billings,REB,UNDER,5.5,-158.0,0.6124031007751938,,UNKNOWN,0,,,,,,,,,,,,,,,,5.0,1,WIN,PRIMARY_CERTIFIED
332,2026-07-17,401857073,Monique Billings,REB,UNDER,6.5,-144.67,0.5912862222585523,,UNKNOWN,0,,,,,,,,,,,,,,,,5.0,1,WIN,PRIMARY_CERTIFIED
274,2026-07-17,401857073,Natisha Hiedeman,AST,UNDER,4.5,-114.0,0.5327102803738317,,UNKNOWN,2,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,1.0,8.0,0,LOSS,PRIMARY_CERTIFIED
321,2026-07-17,401857073,Natisha Hiedeman,AST,UNDER,4.5,-150.0,0.6,,UNKNOWN,2,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,1.0,8.0,0,LOSS,PRIMARY_CERTIFIED
339,2026-07-17,401857074,Allisha Gray,REB,UNDER,3.5,-137.33,0.5786457674967346,,UNKNOWN,0,,,,,,,,,,,,,,,,3.0,1,WIN,PRIMARY_CERTIFIED
292,2026-07-17,401857074,Angel Reese,PTS,OVER,15.5,-126.0,0.5575221238938053,,UNKNOWN,0,,,,,,,,,,,,,,,,23.0,1,WIN,PRIMARY_CERTIFIED
269,2026-07-17,401857074,Isabelle Harrison,AST,UNDER,2.5,-192.0,0.6575342465753424,,UNKNOWN,0,,,,,,,,,,,,,,,,0.0,1,WIN,PRIMARY_CERTIFIED
295,2026-07-17,401857074,Laura Juskaite,REB,UNDER,4.5,-162.0,0.6183206106870229,,UNKNOWN,1,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,,,0.5,1.0,1.0,1.0,4.0,1,WIN,PRIMARY_CERTIFIED
326,2026-07-17,401857074,Naz Hillmon,3PM,UNDER,1.5,-243.33,0.7087350362624879,,UNKNOWN,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.5,1.0,1.0,1.0,4.0,0,LOSS,PRIMARY_CERTIFIED
354,2026-07-17,401857074,Nyara Sabally,REB,UNDER,4.5,-116.5,0.5381062355658198,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,1,WIN,PRIMARY_CERTIFIED
277,2026-07-17,401857074,Rhyne Howard,PA,UNDER,22.5,-115.5,0.5359628770301624,,UNKNOWN,1,14.0,0.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,,,8.5,1.0,1.0,1.0,15.0,1,WIN,PRIMARY_CERTIFIED
325,2026-07-17,401857074,Rhyne Howard,PA,UNDER,22.5,-110.5,0.5249406175771971,,UNKNOWN,1,14.0,0.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,,,8.5,1.0,1.0,1.0,15.0,1,WIN,PRIMARY_CERTIFIED
299,2026-07-17,401857074,Rhyne Howard,PR,UNDER,23.5,-124.5,0.5545657015590201,,UNKNOWN,1,16.0,0.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,,,7.5,1.0,1.0,1.0,14.0,1,WIN,PRIMARY_CERTIFIED
349,2026-07-17,401857074,Rhyne Howard,PR,UNDER,23.5,-121.0,0.5475113122171946,,UNKNOWN,1,16.0,0.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,,,7.5,1.0,1.0,1.0,14.0,1,WIN,PRIMARY_CERTIFIED
298,2026-07-17,401857074,Rhyne Howard,PRA,UNDER,26.5,-112.5,0.5294117647058824,,UNKNOWN,1,19.0,0.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,,,7.5,1.0,1.0,1.0,19.0,1,WIN,PRIMARY_CERTIFIED
348,2026-07-17,401857074,Rhyne Howard,PRA,UNDER,26.5,-107.5,0.5180722891566265,,UNKNOWN,1,19.0,0.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,,,7.5,1.0,1.0,1.0,19.0,1,WIN,PRIMARY_CERTIFIED
284,2026-07-17,401857074,Rhyne Howard,PTS,UNDER,19.5,-128.0,0.5614035087719298,,UNKNOWN,1,11.0,0.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,,,8.5,1.0,1.0,1.0,10.0,1,WIN,PRIMARY_CERTIFIED
336,2026-07-17,401857074,Rhyne Howard,PTS,UNDER,19.5,-122.67,0.5509049265729554,,UNKNOWN,1,11.0,0.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,,,8.5,1.0,1.0,1.0,10.0,1,WIN,PRIMARY_CERTIFIED
288,2026-07-17,401857075,Courtney Vandersloot,PR,UNDER,11.5,-119.5,0.5444191343963554,,UNKNOWN,0,,,,,,,,,,,,,,,,9.0,1,WIN,PRIMARY_CERTIFIED
340,2026-07-17,401857075,Courtney Vandersloot,PR,UNDER,11.5,-113.0,0.5305164319248826,,UNKNOWN,0,,,,,,,,,,,,,,,,9.0,1,WIN,PRIMARY_CERTIFIED
300,2026-07-17,401857075,Courtney Vandersloot,PRA,UNDER,15.5,-115.0,0.5348837209302325,,UNKNOWN,1,15.0,0.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,,,0.5,1.0,1.0,1.0,10.0,1,WIN,PRIMARY_CERTIFIED
279,2026-07-17,401857075,Courtney Vandersloot,PRA,UNDER,16.5,-120.0,0.5454545454545454,,UNKNOWN,1,15.0,0.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,,,1.5,1.0,1.0,1.0,10.0,1,WIN,PRIMARY_CERTIFIED
328,2026-07-17,401857075,Courtney Vandersloot,PRA,UNDER,16.5,-116.5,0.5381062355658198,,UNKNOWN,1,15.0,0.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,,,1.5,1.0,1.0,1.0,10.0,1,WIN,PRIMARY_CERTIFIED
291,2026-07-17,401857075,Courtney Vandersloot,PTS,UNDER,8.5,-111.5,0.5271867612293144,,UNKNOWN,2,6.0,2.0,4.0,8.0,6.0,6.0,6.0,2.0,2.0,4.0,4.0,2.5,1.0,1.0,1.0,9.0,0,LOSS,PRIMARY_CERTIFIED
342,2026-07-17,401857075,Courtney Vandersloot,PTS,UNDER,8.5,-35.67,0.2629173730375175,,UNKNOWN,2,6.0,2.0,4.0,8.0,6.0,6.0,6.0,2.0,2.0,4.0,4.0,2.5,1.0,1.0,1.0,9.0,0,LOSS,PRIMARY_CERTIFIED
281,2026-07-17,401857075,Courtney Vandersloot,RA,UNDER,7.5,-138.0,0.5798319327731093,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,1,WIN,PRIMARY_CERTIFIED
330,2026-07-17,401857075,Courtney Vandersloot,RA,UNDER,7.5,-131.0,0.5670995670995671,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,1,WIN,PRIMARY_CERTIFIED
293,2026-07-17,401857075,Dearica Hamby,RA,UNDER,10.5,-132.0,0.5689655172413793,,UNKNOWN,0,,,,,,,,,,,,,,,,8.0,1,WIN,PRIMARY_CERTIFIED
345,2026-07-17,401857075,Dearica Hamby,RA,UNDER,10.5,-144.0,0.5901639344262295,,UNKNOWN,0,,,,,,,,,,,,,,,,8.0,1,WIN,PRIMARY_CERTIFIED
309,2026-07-17,401857075,Kamilla Cardoso,PR,UNDER,23.5,-118.0,0.5412844036697247,,UNKNOWN,1,9.0,0.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,,,14.5,1.0,1.0,1.0,24.0,0,LOSS,PRIMARY_CERTIFIED
360,2026-07-17,401857075,Kamilla Cardoso,PR,UNDER,24.5,-122.5,0.550561797752809,,UNKNOWN,1,9.0,0.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,,,15.5,1.0,1.0,1.0,24.0,1,WIN,PRIMARY_CERTIFIED
307,2026-07-17,401857075,Kamilla Cardoso,PRA,UNDER,26.5,-122.0,0.5495495495495496,,UNKNOWN,1,9.0,0.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,,,17.5,1.0,1.0,1.0,27.0,0,LOSS,PRIMARY_CERTIFIED
359,2026-07-17,401857075,Kamilla Cardoso,PRA,UNDER,26.5,-104.0,0.5098039215686274,,UNKNOWN,1,9.0,0.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,,,17.5,1.0,1.0,1.0,27.0,0,LOSS,PRIMARY_CERTIFIED
357,2026-07-17,401857075,Kamilla Cardoso,PRA,UNDER,27.5,-129.0,0.5633187772925764,,UNKNOWN,1,9.0,0.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,,,18.5,1.0,1.0,1.0,27.0,1,WIN,PRIMARY_CERTIFIED
361,2026-07-17,401857075,Kamilla Cardoso,PTS,UNDER,15.5,-129.0,0.5633187772925764,,UNKNOWN,1,6.0,0.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,,,9.5,1.0,1.0,1.0,13.0,1,WIN,PRIMARY_CERTIFIED
286,2026-07-17,401857075,Kamilla Cardoso,RA,UNDER,11.5,-104.0,0.5098039215686274,,UNKNOWN,1,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,8.5,1.0,1.0,1.0,14.0,0,LOSS,PRIMARY_CERTIFIED
334,2026-07-17,401857075,Kamilla Cardoso,RA,UNDER,11.5,-2.0,0.0196078431372549,,UNKNOWN,1,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,8.5,1.0,1.0,1.0,14.0,0,LOSS,PRIMARY_CERTIFIED
287,2026-07-17,401857075,Kamilla Cardoso,REB,UNDER,8.5,-102.0,0.504950495049505,,UNKNOWN,1,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,5.5,1.0,1.0,1.0,11.0,0,LOSS,PRIMARY_CERTIFIED
337,2026-07-17,401857075,Kamilla Cardoso,REB,UNDER,8.5,108.0,0.4807692307692308,,UNKNOWN,1,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,5.5,1.0,1.0,1.0,11.0,0,LOSS,PRIMARY_CERTIFIED
324,2026-07-17,401857075,Kamilla Cardoso,REB,UNDER,9.5,-139.5,0.5824634655532359,,UNKNOWN,1,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,6.5,1.0,1.0,1.0,11.0,0,LOSS,PRIMARY_CERTIFIED
327,2026-07-17,401857075,Natasha Cloud,PRA,UNDER,21.5,-124.0,0.5535714285714286,,UNKNOWN,0,,,,,,,,,,,,,,,,30.0,0,LOSS,PRIMARY_CERTIFIED
331,2026-07-17,401857075,Natasha Cloud,RA,UNDER,9.5,-118.0,0.5412844036697247,,UNKNOWN,0,,,,,,,,,,,,,,,,15.0,0,LOSS,PRIMARY_CERTIFIED
294,2026-07-17,401857075,Natasha Cloud,REB,UNDER,3.5,-166.0,0.6240601503759399,,UNKNOWN,1,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,,1.5,1.0,1.0,1.0,6.0,0,LOSS,PRIMARY_CERTIFIED
344,2026-07-17,401857075,Natasha Cloud,REB,UNDER,3.5,-129.5,0.5642701525054467,,UNKNOWN,1,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,,1.5,1.0,1.0,1.0,6.0,0,LOSS,PRIMARY_CERTIFIED
315,2026-07-17,401857075,Nneka Ogwumike,AST,OVER,2.5,-154.0,0.6062992125984252,,UNKNOWN,1,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,,-2.5,1.0,1.0,1.0,4.0,1,WIN,PRIMARY_CERTIFIED
280,2026-07-17,401857075,Nneka Ogwumike,PA,OVER,19.5,-122.0,0.5495495495495496,,UNKNOWN,2,26.0,2.0,24.0,28.0,26.0,26.0,26.0,2.0,2.0,4.0,4.0,-6.5,1.0,1.0,1.0,22.0,1,WIN,PRIMARY_CERTIFIED
335,2026-07-17,401857075,Nneka Ogwumike,PA,OVER,20.5,-112.0,0.5283018867924528,,UNKNOWN,2,26.0,2.0,24.0,28.0,26.0,26.0,26.0,2.0,2.0,4.0,4.0,-5.5,1.0,1.0,1.0,22.0,1,WIN,PRIMARY_CERTIFIED
285,2026-07-17,401857075,Nneka Ogwumike,PRA,OVER,28.5,-108.0,0.5192307692307693,,UNKNOWN,2,34.5,5.5,29.0,40.0,34.5,34.5,34.5,5.5,5.5,11.0,11.0,-6.0,1.0,1.0,1.0,34.0,1,WIN,PRIMARY_CERTIFIED
341,2026-07-17,401857075,Nneka Ogwumike,PRA,OVER,28.5,-124.0,0.5535714285714286,,UNKNOWN,2,34.5,5.5,29.0,40.0,34.5,34.5,34.5,5.5,5.5,11.0,11.0,-6.0,1.0,1.0,1.0,34.0,1,WIN,PRIMARY_CERTIFIED
275,2026-07-17,401857075,Nneka Ogwumike,PTS,OVER,16.5,-118.5,0.5423340961098398,,UNKNOWN,2,21.0,2.0,19.0,23.0,21.0,21.0,21.0,2.0,2.0,4.0,4.0,-4.5,1.0,1.0,1.0,18.0,1,WIN,PRIMARY_CERTIFIED
322,2026-07-17,401857075,Nneka Ogwumike,PTS,OVER,16.5,-127.0,0.5594713656387665,,UNKNOWN,2,21.0,2.0,19.0,23.0,21.0,21.0,21.0,2.0,2.0,4.0,4.0,-4.5,1.0,1.0,1.0,18.0,1,WIN,PRIMARY_CERTIFIED
343,2026-07-17,401857075,Nneka Ogwumike,PTS,OVER,17.5,-120.33,0.5461353424408841,,UNKNOWN,2,21.0,2.0,19.0,23.0,21.0,21.0,21.0,2.0,2.0,4.0,4.0,-3.5,1.0,1.0,1.0,18.0,1,WIN,PRIMARY_CERTIFIED
314,2026-07-17,401857075,Sydney Taylor,PA,UNDER,18.5,-115.0,0.5348837209302325,,UNKNOWN,0,,,,,,,,,,,,,,,,21.0,0,LOSS,PRIMARY_CERTIFIED
305,2026-07-17,401857076,Charlisse Leger-Walker,AST,UNDER,3.5,-138.5,0.5807127882599581,,UNKNOWN,1,7.0,0.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,,,-3.5,0.0,0.0,0.0,7.0,0,LOSS,PRIMARY_CERTIFIED
358,2026-07-17,401857076,Charlisse Leger-Walker,AST,UNDER,3.5,-139.33,0.5821668825471107,,UNKNOWN,1,7.0,0.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,,,-3.5,0.0,0.0,0.0,7.0,0,LOSS,PRIMARY_CERTIFIED
301,2026-07-17,401857076,Charlisse Leger-Walker,PR,UNDER,11.5,-111.0,0.5260663507109005,,UNKNOWN,0,,,,,,,,,,,,,,,,8.0,1,WIN,PRIMARY_CERTIFIED
352,2026-07-17,401857076,Charlisse Leger-Walker,PR,UNDER,11.5,-112.0,0.5283018867924528,,UNKNOWN,0,,,,,,,,,,,,,,,,8.0,1,WIN,PRIMARY_CERTIFIED
297,2026-07-17,401857076,Charlisse Leger-Walker,PRA,UNDER,15.5,-128.0,0.5614035087719298,,UNKNOWN,0,,,,,,,,,,,,,,,,15.0,1,WIN,PRIMARY_CERTIFIED
350,2026-07-17,401857076,Charlisse Leger-Walker,PRA,UNDER,15.5,-131.5,0.5680345572354212,,UNKNOWN,0,,,,,,,,,,,,,,,,15.0,1,WIN,PRIMARY_CERTIFIED
316,2026-07-17,401857076,Kahleah Copper,AST,UNDER,2.5,-185.0,0.6491228070175439,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,1,WIN,PRIMARY_CERTIFIED
311,2026-07-17,401857076,Monique Akoa Makani,RA,UNDER,6.5,102.0,0.49504950495049505,,UNKNOWN,0,,,,,,,,,,,,,,,,6.0,1,WIN,PRIMARY_CERTIFIED
268,2026-07-17,401857076,Monique Akoa Makani,RA,UNDER,7.5,-140.0,0.5833333333333334,,UNKNOWN,0,,,,,,,,,,,,,,,,6.0,1,WIN,PRIMARY_CERTIFIED
310,2026-07-17,401857076,Monique Akoa Makani,REB,UNDER,3.5,-166.5,0.624765478424015,,UNKNOWN,0,,,,,,,,,,,,,,,,2.0,1,WIN,PRIMARY_CERTIFIED
400,2026-07-18,401857077,Caitlin Clark,3PM,UNDER,2.5,-195.33,0.6613957268140723,,UNKNOWN,1,6.0,0.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,,,-3.5,0.0,0.0,0.0,2.0,1,WIN,PRIMARY_CERTIFIED
388,2026-07-18,401857077,Caitlin Clark,AST,UNDER,8.5,-148.33,0.5973100310071277,,UNKNOWN,1,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,,,-1.5,0.0,0.0,0.0,7.0,1,WIN,PRIMARY_CERTIFIED
405,2026-07-18,401857077,Caitlin Clark,PA,UNDER,25.5,-105.5,0.51338199513382,,UNKNOWN,1,55.0,0.0,55.0,55.0,55.0,55.0,55.0,0.0,0.0,,,-29.5,0.0,0.0,0.0,24.0,1,WIN,PRIMARY_CERTIFIED
404,2026-07-18,401857077,Caitlin Clark,PR,UNDER,21.5,-112.5,0.5294117647058824,,UNKNOWN,1,47.0,0.0,47.0,47.0,47.0,47.0,47.0,0.0,0.0,,,-25.5,0.0,0.0,0.0,19.0,1,WIN,PRIMARY_CERTIFIED
402,2026-07-18,401857077,Caitlin Clark,PRA,UNDER,29.5,-107.0,0.5169082125603864,,UNKNOWN,1,57.0,0.0,57.0,57.0,57.0,57.0,57.0,0.0,0.0,,,-27.5,0.0,0.0,0.0,26.0,1,WIN,PRIMARY_CERTIFIED
401,2026-07-18,401857077,Caitlin Clark,PRA,UNDER,30.5,-128.0,0.5614035087719298,,UNKNOWN,1,57.0,0.0,57.0,57.0,57.0,57.0,57.0,0.0,0.0,,,-26.5,0.0,0.0,0.0,26.0,1,WIN,PRIMARY_CERTIFIED
369,2026-07-18,401857077,Kelsey Mitchell,3PM,OVER,2.5,-129.6,0.5644599303135889,,UNKNOWN,3,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,-0.5,1.0,1.0,1.0,4.0,1,WIN,PRIMARY_CERTIFIED
370,2026-07-18,401857077,Kelsey Mitchell,AST,OVER,2.5,-161.33,0.6173420579344123,,UNKNOWN,3,2.3333333333333335,1.699673171197595,0.0,4.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.699673171197595,1.699673171197595,-1.5,-1.5,0.16666666666666652,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0,LOSS,PRIMARY_CERTIFIED
346,2026-07-18,401857077,Sabrina Ionescu,AST,OVER,4.5,-144.5,0.591002044989775,,UNKNOWN,1,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,,-0.5,1.0,1.0,1.0,4.0,0,LOSS,PRIMARY_CERTIFIED
377,2026-07-18,401857077,Sabrina Ionescu,AST,UNDER,5.5,-152.33,0.6036935758728649,,UNKNOWN,1,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,,0.5,1.0,1.0,1.0,4.0,1,WIN,PRIMARY_CERTIFIED
393,2026-07-18,401857078,Courtney Williams,AST,UNDER,4.5,-160.33,0.6158721622555986,,UNKNOWN,0,,,,,,,,,,,,,,,,7.0,0,LOSS,PRIMARY_CERTIFIED
387,2026-07-18,401857078,Courtney Williams,PRA,UNDER,25.5,-112.0,0.5283018867924528,,UNKNOWN,1,25.0,0.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,,,0.5,1.0,1.0,1.0,24.0,1,WIN,PRIMARY_CERTIFIED
329,2026-07-18,401857078,Courtney Williams,PRA,UNDER,26.5,-107.5,0.5180722891566265,,UNKNOWN,1,25.0,0.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,,,1.5,1.0,1.0,1.0,24.0,1,WIN,PRIMARY_CERTIFIED
375,2026-07-18,401857078,Kayla McBride,PA,OVER,19.5,-125.0,0.5555555555555556,,UNKNOWN,1,38.0,0.0,38.0,38.0,38.0,38.0,38.0,0.0,0.0,,,-18.5,1.0,1.0,1.0,24.0,1,WIN,PRIMARY_CERTIFIED
