row_number,candidate_id,date,player,game,stat,side,line,outcome,category,reason,existing_grading_reason
422,2026-07-19|courtney williams|minnesota lynx @ seattle storm|pra|under|25.5||-120.0,2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,PRA,UNDER,25.5,LOSS,graded,final outcome LOSS,
423,2026-07-19|sabrina ionescu|new york liberty @ dallas wings|3pm|over|1.5||-199.0,2026-07-20,Sabrina Ionescu,New York Liberty @ Dallas Wings,3PM,OVER,1.5,WIN,graded,final outcome WIN,
424,2026-07-19|janelle salaun|washington mystics @ golden state valkyries|3pm|over|1.5||-184.0,2026-07-19,Janelle Salaun,Washington Mystics @ Golden State Valkyries,3PM,OVER,1.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
425,2026-07-19|nneka ogwumike|los angeles sparks @ dallas wings|pa|over|20.5||-128.0,2026-07-19,Nneka Ogwumike,Los Angeles Sparks @ Dallas Wings,PA,OVER,20.5,LOSS,graded,final outcome LOSS,
426,2026-07-19|natisha hiedeman|minnesota lynx @ seattle storm|3pm|under|2.5||-187.5,2026-07-20,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,3PM,UNDER,2.5,WIN,graded,final outcome WIN,
427,2026-07-19|allisha gray|chicago sky @ atlanta dream|reb|under|3.5||-160.33,2026-07-19,Allisha Gray,Chicago Sky @ Atlanta Dream,REB,UNDER,3.5,LOSS,graded,final outcome LOSS,
428,2026-07-19|natasha howard|minnesota lynx @ seattle storm|pr|under|25.5||-128.0,2026-07-20,Natasha Howard,Minnesota Lynx @ Seattle Storm,PR,UNDER,25.5,WIN,graded,final outcome WIN,
429,2026-07-19|cameron brink|los angeles sparks @ dallas wings|pts|over|8.5||-118.25,2026-07-19,Cameron Brink,Los Angeles Sparks @ Dallas Wings,PTS,OVER,8.5,WIN,graded,final outcome WIN,
430,2026-07-19|nneka ogwumike|los angeles sparks @ dallas wings|pts|over|17.5||-119.8,2026-07-19,Nneka Ogwumike,Los Angeles Sparks @ Dallas Wings,PTS,OVER,17.5,LOSS,graded,final outcome LOSS,
431,2026-07-19|courtney williams|minnesota lynx @ seattle storm|pr|under|21.5||-121.0,2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,PR,UNDER,21.5,LOSS,graded,final outcome LOSS,
432,2026-07-19|pauline astier|new york liberty @ dallas wings|pr|under|12.5||-120.0,2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,PR,UNDER,12.5,WIN,graded,final outcome WIN,
433,2026-07-19|charlisse leger-walker|connecticut sun @ phoenix mercury|pra|under|16.5||-134.0,2026-07-19,Charlisse Leger-Walker,Connecticut Sun @ Phoenix Mercury,PRA,UNDER,16.5,WIN,graded,final outcome WIN,
434,2026-07-19|azzi fudd|los angeles sparks @ dallas wings|pts|under|14.5||-53.5,2026-07-19,Azzi Fudd,Los Angeles Sparks @ Dallas Wings,PTS,UNDER,14.5,WIN,graded,final outcome WIN,
435,2026-07-19|pauline astier|new york liberty @ dallas wings|pts|under|9.5||-114.0,2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,PTS,UNDER,9.5,WIN,graded,final outcome WIN,
436,2026-07-19|rhyne howard|chicago sky @ atlanta dream|pra|under|26.5||-122.0,2026-07-19,Rhyne Howard,Chicago Sky @ Atlanta Dream,PRA,UNDER,26.5,WIN,graded,final outcome WIN,
437,2026-07-19|azzi fudd|los angeles sparks @ dallas wings|pa|under|17.5||-131.0,2026-07-19,Azzi Fudd,Los Angeles Sparks @ Dallas Wings,PA,UNDER,17.5,WIN,graded,final outcome WIN,
438,2026-07-19|allisha gray|chicago sky @ atlanta dream|pra|under|25.5||-126.5,2026-07-19,Allisha Gray,Chicago Sky @ Atlanta Dream,PRA,UNDER,25.5,LOSS,graded,final outcome LOSS,
439,2026-07-19|a'ja wilson|las vegas aces @ toronto tempo|reb|over|9.5||-142.0,2026-07-20,A'ja Wilson,Las Vegas Aces @ Toronto Tempo,REB,OVER,9.5,LOSS,graded,final outcome LOSS,
440,2026-07-19|charlisse leger-walker|connecticut sun @ phoenix mercury|pa|under|13.5||-137.0,2026-07-19,Charlisse Leger-Walker,Connecticut Sun @ Phoenix Mercury,PA,UNDER,13.5,WIN,graded,final outcome WIN,
441,2026-07-19|courtney williams|minnesota lynx @ seattle storm|3pm|under|1.5||-179.5,2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
442,2026-07-19|charlisse leger-walker|connecticut sun @ phoenix mercury|pr|under|11.5||-125.0,2026-07-19,Charlisse Leger-Walker,Connecticut Sun @ Phoenix Mercury,PR,UNDER,11.5,WIN,graded,final outcome WIN,
443,2026-07-19|charlisse leger-walker|connecticut sun @ phoenix mercury|pra|under|15.5||-112.5,2026-07-19,Charlisse Leger-Walker,Connecticut Sun @ Phoenix Mercury,PRA,UNDER,15.5,WIN,graded,final outcome WIN,
444,2026-07-19|angel reese|chicago sky @ atlanta dream|ra|under|15.5||-132.0,2026-07-19,Angel Reese,Chicago Sky @ Atlanta Dream,RA,UNDER,15.5,WIN,graded,final outcome WIN,
445,2026-07-19|charlisse leger-walker|connecticut sun @ phoenix mercury|pa|under|12.5||-122.0,2026-07-19,Charlisse Leger-Walker,Connecticut Sun @ Phoenix Mercury,PA,UNDER,12.5,WIN,graded,final outcome WIN,
446,2026-07-19|azzi fudd|los angeles sparks @ dallas wings|pr|under|17.5||-132.0,2026-07-19,Azzi Fudd,Los Angeles Sparks @ Dallas Wings,PR,UNDER,17.5,WIN,graded,final outcome WIN,
447,2026-07-19|azzi fudd|los angeles sparks @ dallas wings|pra|under|19.5||-132.0,2026-07-19,Azzi Fudd,Los Angeles Sparks @ Dallas Wings,PRA,UNDER,19.5,WIN,graded,final outcome WIN,
448,2026-07-19|a'ja wilson|las vegas aces @ toronto tempo|ra|over|12.5||-135.0,2026-07-20,A'ja Wilson,Las Vegas Aces @ Toronto Tempo,RA,OVER,12.5,LOSS,graded,final outcome LOSS,
449,2026-07-19|flau'jae johnson|minnesota lynx @ seattle storm|3pm|under|1.5||-201.0,2026-07-20,Flau'jae Johnson,Minnesota Lynx @ Seattle Storm,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
450,2026-07-19|natisha hiedeman|minnesota lynx @ seattle storm|reb|under|3.5||-181.5,2026-07-20,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,REB,UNDER,3.5,WIN,graded,final outcome WIN,
451,2026-07-19|azzi fudd|los angeles sparks @ dallas wings|reb|under|2.5||-200.0,2026-07-19,Azzi Fudd,Los Angeles Sparks @ Dallas Wings,REB,UNDER,2.5,LOSS,graded,final outcome LOSS,
452,2026-07-19|angel reese|chicago sky @ atlanta dream|ast|under|2.5||1.5,2026-07-19,Angel Reese,Chicago Sky @ Atlanta Dream,AST,UNDER,2.5,WIN,graded,final outcome WIN,
453,2026-07-19|laura juskaite|las vegas aces @ toronto tempo|reb|over|3.5||-152.0,2026-07-20,Laura Juskaite,Las Vegas Aces @ Toronto Tempo,REB,OVER,3.5,LOSS,graded,final outcome LOSS,
454,2026-07-19|shakira austin|washington mystics @ golden state valkyries|pra|over|25.5||-122.0,2026-07-19,Shakira Austin,Washington Mystics @ Golden State Valkyries,PRA,OVER,25.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
455,2026-07-19|shakira austin|washington mystics @ golden state valkyries|pr|over|22.5||-130.0,2026-07-19,Shakira Austin,Washington Mystics @ Golden State Valkyries,PR,OVER,22.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
456,2026-07-19|julie allemand|las vegas aces @ toronto tempo|ast|under|6.5||-132.5,2026-07-20,Julie Allemand,Las Vegas Aces @ Toronto Tempo,AST,UNDER,6.5,WIN,graded,final outcome WIN,
457,2026-07-19|diamond miller|connecticut sun @ phoenix mercury|3pm|over|0.5||-225.33,2026-07-19,Diamond Miller,Connecticut Sun @ Phoenix Mercury,3PM,OVER,0.5,LOSS,graded,final outcome LOSS,
458,2026-07-19|rhyne howard|chicago sky @ atlanta dream|pa|under|22.5||-130.0,2026-07-19,Rhyne Howard,Chicago Sky @ Atlanta Dream,PA,UNDER,22.5,WIN,graded,final outcome WIN,
459,2026-07-19|nia coffey|minnesota lynx @ seattle storm|pra|under|16.5||-125.0,2026-07-20,Nia Coffey,Minnesota Lynx @ Seattle Storm,PRA,UNDER,16.5,WIN,graded,final outcome WIN,
460,2026-07-19|kayla mcbride|minnesota lynx @ seattle storm|pts|over|18.5||-116.0,2026-07-20,Kayla McBride,Minnesota Lynx @ Seattle Storm,PTS,OVER,18.5,WIN,graded,final outcome WIN,
461,2026-07-19|kayla mcbride|minnesota lynx @ seattle storm|pr|over|21.5||-125.5,2026-07-20,Kayla McBride,Minnesota Lynx @ Seattle Storm,PR,OVER,21.5,WIN,graded,final outcome WIN,
462,2026-07-19|nia coffey|minnesota lynx @ seattle storm|pr|under|13.5||-102.0,2026-07-20,Nia Coffey,Minnesota Lynx @ Seattle Storm,PR,UNDER,13.5,WIN,graded,final outcome WIN,
463,2026-07-19|kayla mcbride|minnesota lynx @ seattle storm|pa|over|20.5||-130.0,2026-07-20,Kayla McBride,Minnesota Lynx @ Seattle Storm,PA,OVER,20.5,WIN,graded,final outcome WIN,
464,2026-07-19|nia coffey|minnesota lynx @ seattle storm|reb|under|5.5||-131.0,2026-07-20,Nia Coffey,Minnesota Lynx @ Seattle Storm,REB,UNDER,5.5,WIN,graded,final outcome WIN,
465,2026-07-19|natasha mack|connecticut sun @ phoenix mercury|reb|over|6.5||-112.0,2026-07-19,Natasha Mack,Connecticut Sun @ Phoenix Mercury,REB,OVER,6.5,LOSS,graded,final outcome LOSS,
466,2026-07-19|monique akoa makani|connecticut sun @ phoenix mercury|reb|under|2.5||-150.5,2026-07-19,Monique Akoa Makani,Connecticut Sun @ Phoenix Mercury,REB,UNDER,2.5,LOSS,graded,final outcome LOSS,
467,2026-07-19|olivia miles|minnesota lynx @ seattle storm|3pm|over|0.5||-245.0,2026-07-20,Olivia Miles,Minnesota Lynx @ Seattle Storm,3PM,OVER,0.5,WIN,graded,final outcome WIN,
468,2026-07-19|kayla mcbride|minnesota lynx @ seattle storm|pra|over|24.5||-109.5,2026-07-20,Kayla McBride,Minnesota Lynx @ Seattle Storm,PRA,OVER,24.5,WIN,graded,final outcome WIN,
469,2026-07-19|sabrina ionescu|new york liberty @ dallas wings|3pm|over|1.5||-176.0,2026-07-20,Sabrina Ionescu,New York Liberty @ Dallas Wings,3PM,OVER,1.5,WIN,graded,final outcome WIN,
470,2026-07-19|courtney williams|minnesota lynx @ seattle storm|pra|under|25.5||-108.5,2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,PRA,UNDER,25.5,LOSS,graded,final outcome LOSS,
471,2026-07-19|janelle salaun|washington mystics @ golden state valkyries|3pm|over|1.5||-177.0,2026-07-19,Janelle Salaun,Washington Mystics @ Golden State Valkyries,3PM,OVER,1.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
472,2026-07-19|natisha hiedeman|minnesota lynx @ seattle storm|3pm|under|2.5||-185.5,2026-07-20,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,3PM,UNDER,2.5,WIN,graded,final outcome WIN,
473,2026-07-19|allisha gray|chicago sky @ atlanta dream|reb|under|3.5||-150.67,2026-07-19,Allisha Gray,Chicago Sky @ Atlanta Dream,REB,UNDER,3.5,LOSS,graded,final outcome LOSS,
474,2026-07-19|courtney williams|minnesota lynx @ seattle storm|pr|under|21.5||-119.0,2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,PR,UNDER,21.5,LOSS,graded,final outcome LOSS,
475,2026-07-19|pauline astier|new york liberty @ dallas wings|pr|under|12.5||-129.0,2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,PR,UNDER,12.5,WIN,graded,final outcome WIN,
476,2026-07-19|pauline astier|new york liberty @ dallas wings|pts|under|9.5||-120.0,2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,PTS,UNDER,9.5,WIN,graded,final outcome WIN,
477,2026-07-19|rhyne howard|chicago sky @ atlanta dream|pra|under|26.5||-127.33,2026-07-19,Rhyne Howard,Chicago Sky @ Atlanta Dream,PRA,UNDER,26.5,WIN,graded,final outcome WIN,
478,2026-07-19|allisha gray|chicago sky @ atlanta dream|pra|under|25.5||-125.0,2026-07-19,Allisha Gray,Chicago Sky @ Atlanta Dream,PRA,UNDER,25.5,LOSS,graded,final outcome LOSS,
479,2026-07-19|charlisse leger-walker|connecticut sun @ phoenix mercury|pr|under|11.5||-117.0,2026-07-19,Charlisse Leger-Walker,Connecticut Sun @ Phoenix Mercury,PR,UNDER,11.5,WIN,graded,final outcome WIN,
480,2026-07-19|angel reese|chicago sky @ atlanta dream|ra|under|15.5||-118.0,2026-07-19,Angel Reese,Chicago Sky @ Atlanta Dream,RA,UNDER,15.5,WIN,graded,final outcome WIN,
481,2026-07-19|courtney williams|minnesota lynx @ seattle storm|3pm|under|1.5||-176.5,2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
482,2026-07-19|charlisse leger-walker|connecticut sun @ phoenix mercury|pa|under|12.5||-115.5,2026-07-19,Charlisse Leger-Walker,Connecticut Sun @ Phoenix Mercury,PA,UNDER,12.5,WIN,graded,final outcome WIN,
483,2026-07-19|charlisse leger-walker|connecticut sun @ phoenix mercury|pra|under|15.5||-115.0,2026-07-19,Charlisse Leger-Walker,Connecticut Sun @ Phoenix Mercury,PRA,UNDER,15.5,WIN,graded,final outcome WIN,
484,2026-07-19|flau'jae johnson|minnesota lynx @ seattle storm|3pm|under|1.5||-203.5,2026-07-20,Flau'jae Johnson,Minnesota Lynx @ Seattle Storm,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
485,2026-07-19|shakira austin|washington mystics @ golden state valkyries|pra|over|25.5||-128.0,2026-07-19,Shakira Austin,Washington Mystics @ Golden State Valkyries,PRA,OVER,25.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
486,2026-07-19|diamond miller|connecticut sun @ phoenix mercury|3pm|over|0.5||-218.0,2026-07-19,Diamond Miller,Connecticut Sun @ Phoenix Mercury,3PM,OVER,0.5,LOSS,graded,final outcome LOSS,
487,2026-07-20|nneka ogwumike|phoenix mercury @ los angeles sparks|ast|over|2.5||-180.0,2026-07-19,Nneka Ogwumike,Phoenix Mercury @ Los Angeles Sparks,AST,OVER,2.5,WIN,graded,final outcome WIN,
488,2026-07-20|kayla mcbride|minnesota lynx @ seattle storm|pts|over|17.5||-130.0,2026-07-20,Kayla McBride,Minnesota Lynx @ Seattle Storm,PTS,OVER,17.5,WIN,graded,final outcome WIN,
489,2026-07-20|kelsey mitchell|connecticut sun @ indiana fever|3pm|over|2.5||-152.0,2026-07-22,Kelsey Mitchell,Connecticut Sun @ Indiana Fever,3PM,OVER,2.5,WIN,graded,final outcome WIN,
490,2026-07-20|kayla mcbride|minnesota lynx @ seattle storm|pr|over|21.5||-107.5,2026-07-20,Kayla McBride,Minnesota Lynx @ Seattle Storm,PR,OVER,21.5,WIN,graded,final outcome WIN,
491,2026-07-20|azzi fudd|new york liberty @ dallas wings|pa|under|20.5||-121.0,2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,PA,UNDER,20.5,WIN,graded,final outcome WIN,
492,2026-07-20|azzi fudd|new york liberty @ dallas wings|pts|under|17.5||-123.0,2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,PTS,UNDER,17.5,WIN,graded,final outcome WIN,
493,2026-07-20|aliyah boston|connecticut sun @ indiana fever|pr|over|21.5||-120.0,2026-07-22,Aliyah Boston,Connecticut Sun @ Indiana Fever,PR,OVER,21.5,WIN,graded,final outcome WIN,
494,2026-07-20|dewanna bonner|phoenix mercury @ los angeles sparks|reb|over|5.5||117.5,2026-07-19,DeWanna Bonner,Phoenix Mercury @ Los Angeles Sparks,REB,OVER,5.5,WIN,graded,final outcome WIN,
495,2026-07-20|kayla mcbride|minnesota lynx @ seattle storm|pa|over|20.5||-117.0,2026-07-20,Kayla McBride,Minnesota Lynx @ Seattle Storm,PA,OVER,20.5,WIN,graded,final outcome WIN,
496,2026-07-20|kayla mcbride|minnesota lynx @ seattle storm|pra|over|23.5||-115.33,2026-07-20,Kayla McBride,Minnesota Lynx @ Seattle Storm,PRA,OVER,23.5,WIN,graded,final outcome WIN,
497,2026-07-20|azzi fudd|new york liberty @ dallas wings|pra|under|22.5||-129.5,2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,PRA,UNDER,22.5,WIN,graded,final outcome WIN,
498,2026-07-20|courtney williams|minnesota lynx @ seattle storm|pra|under|26.5||-130.0,2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,PRA,UNDER,26.5,LOSS,graded,final outcome LOSS,
499,2026-07-20|cameron brink|phoenix mercury @ los angeles sparks|pts|over|7.5||-135.0,2026-07-19,Cameron Brink,Phoenix Mercury @ Los Angeles Sparks,PTS,OVER,7.5,WIN,graded,final outcome WIN,
500,2026-07-20|aliyah boston|connecticut sun @ indiana fever|pts|over|14.5||-3.0,2026-07-22,Aliyah Boston,Connecticut Sun @ Indiana Fever,PTS,OVER,14.5,WIN,graded,final outcome WIN,
501,2026-07-20|sabrina ionescu|new york liberty @ dallas wings|3pm|over|1.5||-195.33,2026-07-20,Sabrina Ionescu,New York Liberty @ Dallas Wings,3PM,OVER,1.5,WIN,graded,final outcome WIN,
502,2026-07-20|janelle salaun|washington mystics @ golden state valkyries|3pm|over|1.5||-180.5,2026-07-20,Janelle Salaun,Washington Mystics @ Golden State Valkyries,3PM,OVER,1.5,LOSS,graded,final outcome LOSS,
503,2026-07-20|dewanna bonner|phoenix mercury @ los angeles sparks|pr|over|14.5||-124.0,2026-07-19,DeWanna Bonner,Phoenix Mercury @ Los Angeles Sparks,PR,OVER,14.5,WIN,graded,final outcome WIN,
504,2026-07-20|jessica shepard|new york liberty @ dallas wings|ast|under|6.5||-158.0,2026-07-20,Jessica Shepard,New York Liberty @ Dallas Wings,AST,UNDER,6.5,WIN,graded,final outcome WIN,
505,2026-07-20|natisha hiedeman|minnesota lynx @ seattle storm|3pm|under|2.5||-189.0,2026-07-20,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,3PM,UNDER,2.5,WIN,graded,final outcome WIN,
506,2026-07-20|azzi fudd|new york liberty @ dallas wings|pts|under|16.5||-6.0,2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,PTS,UNDER,16.5,WIN,graded,final outcome WIN,
507,2026-07-20|azzi fudd|new york liberty @ dallas wings|pr|under|19.5||-110.0,2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,PR,UNDER,19.5,WIN,graded,final outcome WIN,
508,2026-07-20|cameron brink|phoenix mercury @ los angeles sparks|pts|over|8.5||-101.0,2026-07-19,Cameron Brink,Phoenix Mercury @ Los Angeles Sparks,PTS,OVER,8.5,WIN,graded,final outcome WIN,
509,2026-07-20|courtney williams|minnesota lynx @ seattle storm|pr|under|21.5||-113.5,2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,PR,UNDER,21.5,LOSS,graded,final outcome LOSS,
510,2026-07-20|azzi fudd|new york liberty @ dallas wings|pra|under|21.5||-125.0,2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,PRA,UNDER,21.5,WIN,graded,final outcome WIN,
511,2026-07-20|pauline astier|new york liberty @ dallas wings|pr|under|12.5||-131.0,2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,PR,UNDER,12.5,WIN,graded,final outcome WIN,
512,2026-07-20|nneka ogwumike|phoenix mercury @ los angeles sparks|pr|over|25.5||-130.0,2026-07-19,Nneka Ogwumike,Phoenix Mercury @ Los Angeles Sparks,PR,OVER,25.5,WIN,graded,final outcome WIN,
513,2026-07-20|pauline astier|new york liberty @ dallas wings|pts|under|9.5||-125.75,2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,PTS,UNDER,9.5,WIN,graded,final outcome WIN,
514,2026-07-20|sonia citron|washington mystics @ golden state valkyries|ast|over|2.5||-175.0,2026-07-20,Sonia Citron,Washington Mystics @ Golden State Valkyries,AST,OVER,2.5,WIN,graded,final outcome WIN,
515,2026-07-20|nneka ogwumike|phoenix mercury @ los angeles sparks|ra|over|11.5||-127.0,2026-07-19,Nneka Ogwumike,Phoenix Mercury @ Los Angeles Sparks,RA,OVER,11.5,WIN,graded,final outcome WIN,
516,2026-07-20|natasha howard|minnesota lynx @ seattle storm|pts|under|16.5||-143.0,2026-07-20,Natasha Howard,Minnesota Lynx @ Seattle Storm,PTS,UNDER,16.5,WIN,graded,final outcome WIN,
517,2026-07-20|courtney williams|minnesota lynx @ seattle storm|3pm|under|1.5||-171.75,2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
518,2026-07-20|laura juskaite|las vegas aces @ toronto tempo|reb|under|4.5||-147.0,2026-07-20,Laura Juskaite,Las Vegas Aces @ Toronto Tempo,REB,UNDER,4.5,WIN,graded,final outcome WIN,
519,2026-07-20|breanna stewart|new york liberty @ dallas wings|ra|under|11.5||-131.0,2026-07-20,Breanna Stewart,New York Liberty @ Dallas Wings,RA,UNDER,11.5,LOSS,graded,final outcome LOSS,
520,2026-07-20|a'ja wilson|las vegas aces @ toronto tempo|ra|over|12.5||-136.0,2026-07-20,A'ja Wilson,Las Vegas Aces @ Toronto Tempo,RA,OVER,12.5,LOSS,graded,final outcome LOSS,
521,2026-07-20|breanna stewart|new york liberty @ dallas wings|reb|under|8.5||-150.0,2026-07-20,Breanna Stewart,New York Liberty @ Dallas Wings,REB,UNDER,8.5,LOSS,graded,final outcome LOSS,
522,2026-07-20|caitlin clark|connecticut sun @ indiana fever|reb|under|3.5||-115.0,2026-07-22,Caitlin Clark,Connecticut Sun @ Indiana Fever,REB,UNDER,3.5,WIN,graded,final outcome WIN,
523,2026-07-20|nia coffey|minnesota lynx @ seattle storm|ast|under|2.5||-192.0,2026-07-20,Nia Coffey,Minnesota Lynx @ Seattle Storm,AST,UNDER,2.5,WIN,graded,final outcome WIN,
524,2026-07-20|breanna stewart|new york liberty @ dallas wings|ast|under|3.5||-173.75,2026-07-20,Breanna Stewart,New York Liberty @ Dallas Wings,AST,UNDER,3.5,LOSS,graded,final outcome LOSS,
525,2026-07-20|lauren betts|washington mystics @ golden state valkyries|reb|over|3.5||-136.0,2026-07-20,Lauren Betts,Washington Mystics @ Golden State Valkyries,REB,OVER,3.5,LOSS,graded,final outcome LOSS,
526,2026-07-20|ariel atkins|phoenix mercury @ los angeles sparks|pra|under|16.5||-111.0,2026-07-19,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,PRA,UNDER,16.5,WIN,graded,final outcome WIN,
527,2026-07-20|nia coffey|minnesota lynx @ seattle storm|ra|under|7.5||-144.0,2026-07-20,Nia Coffey,Minnesota Lynx @ Seattle Storm,RA,UNDER,7.5,WIN,graded,final outcome WIN,
528,2026-07-20|flau'jae johnson|minnesota lynx @ seattle storm|3pm|under|1.5||-210.5,2026-07-20,Flau'jae Johnson,Minnesota Lynx @ Seattle Storm,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
529,2026-07-20|ariel atkins|phoenix mercury @ los angeles sparks|pr|under|13.5||-107.5,2026-07-19,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,PR,UNDER,13.5,WIN,graded,final outcome WIN,
530,2026-07-20|natisha hiedeman|minnesota lynx @ seattle storm|reb|under|3.5||-187.33,2026-07-20,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,REB,UNDER,3.5,WIN,graded,final outcome WIN,
531,2026-07-20|ariel atkins|phoenix mercury @ los angeles sparks|pts|under|10.5||-117.0,2026-07-19,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,PTS,UNDER,10.5,WIN,graded,final outcome WIN,
532,2026-07-20|laura juskaite|las vegas aces @ toronto tempo|reb|over|3.5||-161.67,2026-07-20,Laura Juskaite,Las Vegas Aces @ Toronto Tempo,REB,OVER,3.5,LOSS,graded,final outcome LOSS,
533,2026-07-20|shakira austin|washington mystics @ golden state valkyries|pra|over|25.5||-121.5,2026-07-20,Shakira Austin,Washington Mystics @ Golden State Valkyries,PRA,OVER,25.5,WIN,graded,final outcome WIN,
534,2026-07-20|shakira austin|washington mystics @ golden state valkyries|pr|over|22.5||-124.5,2026-07-20,Shakira Austin,Washington Mystics @ Golden State Valkyries,PR,OVER,22.5,WIN,graded,final outcome WIN,
535,2026-07-20|dewanna bonner|phoenix mercury @ los angeles sparks|reb|over|5.5||117.67,2026-07-19,DeWanna Bonner,Phoenix Mercury @ Los Angeles Sparks,REB,OVER,5.5,WIN,graded,final outcome WIN,
536,2026-07-20|azzi fudd|new york liberty @ dallas wings|pra|under|22.5||-125.0,2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,PRA,UNDER,22.5,WIN,graded,final outcome WIN,
537,2026-07-20|azzi fudd|new york liberty @ dallas wings|pa|under|19.5||-121.0,2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,PA,UNDER,19.5,WIN,graded,final outcome WIN,
538,2026-07-20|nia coffey|minnesota lynx @ seattle storm|reb|under|5.5||-167.0,2026-07-20,Nia Coffey,Minnesota Lynx @ Seattle Storm,REB,UNDER,5.5,WIN,graded,final outcome WIN,
539,2026-07-20|courtney williams|minnesota lynx @ seattle storm|pra|under|25.5||-115.67,2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,PRA,UNDER,25.5,LOSS,graded,final outcome LOSS,
540,2026-07-20|kayla mcbride|minnesota lynx @ seattle storm|ast|under|2.5||-197.0,2026-07-20,Kayla McBride,Minnesota Lynx @ Seattle Storm,AST,UNDER,2.5,WIN,graded,final outcome WIN,
541,2026-07-20|sabrina ionescu|new york liberty @ dallas wings|ast|under|5.5||-155.67,2026-07-20,Sabrina Ionescu,New York Liberty @ Dallas Wings,AST,UNDER,5.5,WIN,graded,final outcome WIN,
542,2026-07-20|natisha hiedeman|minnesota lynx @ seattle storm|3pm|under|2.5||-190.0,2026-07-20,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,3PM,UNDER,2.5,WIN,graded,final outcome WIN,
543,2026-07-20|lexie hull|connecticut sun @ indiana fever|reb|under|2.5||126.67,2026-07-22,Lexie Hull,Connecticut Sun @ Indiana Fever,REB,UNDER,2.5,LOSS,graded,final outcome LOSS,
544,2026-07-20|sonia citron|washington mystics @ golden state valkyries|3pm|under|1.5||-185.0,2026-07-20,Sonia Citron,Washington Mystics @ Golden State Valkyries,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
545,2026-07-20|azzi fudd|new york liberty @ dallas wings|pts|under|16.5||-113.25,2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,PTS,UNDER,16.5,WIN,graded,final outcome WIN,
546,2026-07-20|courtney williams|minnesota lynx @ seattle storm|pr|under|21.5||-122.0,2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,PR,UNDER,21.5,LOSS,graded,final outcome LOSS,
547,2026-07-20|azzi fudd|new york liberty @ dallas wings|pra|under|21.5||-117.0,2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,PRA,UNDER,21.5,WIN,graded,final outcome WIN,
548,2026-07-20|pauline astier|new york liberty @ dallas wings|pr|under|12.5||-118.5,2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,PR,UNDER,12.5,WIN,graded,final outcome WIN,
