row_number,candidate_id,date,player,game,stat,side,line,outcome,category,reason,existing_grading_reason
675,2026-07-26|kayla mcbride|toronto tempo @ minnesota lynx|ra|under|5.5||-140.0,2026-07-28,Kayla McBride,Toronto Tempo @ Minnesota Lynx,RA,UNDER,5.5,WIN,graded,final outcome WIN,
676,2026-07-26|rhyne howard|atlanta dream @ dallas wings|pr|under|21.5||-102.0,2026-07-25,Rhyne Howard,Atlanta Dream @ Dallas Wings,PR,UNDER,21.5,WIN,graded,final outcome WIN,
677,2026-07-26|sabrina ionescu|new york liberty @ los angeles sparks|reb|under|4.5||-172.0,2026-07-28,Sabrina Ionescu,New York Liberty @ Los Angeles Sparks,REB,UNDER,4.5,LOSS,graded,final outcome LOSS,
678,2026-07-26|jordin canada|atlanta dream @ dallas wings|ra|over|11.5||-136.0,2026-07-29,Jordin Canada,Atlanta Dream @ Dallas Wings,RA,OVER,11.5,WIN,graded,final outcome WIN,
679,2026-07-26|aliyah boston|indiana fever @ seattle storm|ra|under|11.5||-133.0,2026-07-25,Aliyah Boston,Indiana Fever @ Seattle Storm,RA,UNDER,11.5,WIN,graded,final outcome WIN,
680,2026-07-26|natisha hiedeman|indiana fever @ seattle storm|pts|under|15.5||-127.0,2026-07-28,Natisha Hiedeman,Indiana Fever @ Seattle Storm,PTS,UNDER,15.5,LOSS,graded,final outcome LOSS,
681,2026-07-26|olivia miles|toronto tempo @ minnesota lynx|3pm|under|1.5||-190.75,2026-07-25,Olivia Miles,Toronto Tempo @ Minnesota Lynx,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
682,2026-07-26|nalyssa smith|portland fire @ las vegas aces|reb|under|5.5||-125.0,2026-07-26,NaLyssa Smith,Portland Fire @ Las Vegas Aces,REB,UNDER,5.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
683,2026-07-26|natisha hiedeman|indiana fever @ seattle storm|3pm|under|1.5||138.0,2026-07-28,Natisha Hiedeman,Indiana Fever @ Seattle Storm,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
684,2026-07-26|kahleah copper|golden state valkyries @ phoenix mercury|3pm|under|1.5||118.0,2026-07-25,Kahleah Copper,Golden State Valkyries @ Phoenix Mercury,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
685,2026-07-26|natisha hiedeman|indiana fever @ seattle storm|pr|under|17.5||-107.0,2026-07-28,Natisha Hiedeman,Indiana Fever @ Seattle Storm,PR,UNDER,17.5,LOSS,graded,final outcome LOSS,
686,2026-07-26|natisha hiedeman|indiana fever @ seattle storm|reb|under|2.5||-110.0,2026-07-28,Natisha Hiedeman,Indiana Fever @ Seattle Storm,REB,UNDER,2.5,LOSS,graded,final outcome LOSS,
687,2026-07-26|a'ja wilson|portland fire @ las vegas aces|reb|under|9.5||-110.0,2026-07-25,A'ja Wilson,Portland Fire @ Las Vegas Aces,REB,UNDER,9.5,WIN,graded,final outcome WIN,
688,2026-07-26|jordin canada|atlanta dream @ dallas wings|reb|under|3.5||100.0,2026-07-29,Jordin Canada,Atlanta Dream @ Dallas Wings,REB,UNDER,3.5,LOSS,graded,final outcome LOSS,
689,2026-07-26|aliyah boston|indiana fever @ seattle storm|3pm|under|1.5||-242.0,2026-07-25,Aliyah Boston,Indiana Fever @ Seattle Storm,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
690,2026-07-26|awa fam|indiana fever @ seattle storm|reb|over|6.5||-116.33,2026-07-28,Awa Fam,Indiana Fever @ Seattle Storm,REB,OVER,6.5,LOSS,graded,final outcome LOSS,
691,2026-07-26|aliyah boston|indiana fever @ seattle storm|reb|under|8.5||-136.67,2026-07-25,Aliyah Boston,Indiana Fever @ Seattle Storm,REB,UNDER,8.5,WIN,graded,final outcome WIN,
692,2026-07-26|breanna stewart|new york liberty @ los angeles sparks|reb|over|8.5||-118.0,2026-07-25,Breanna Stewart,New York Liberty @ Los Angeles Sparks,REB,OVER,8.5,WIN,graded,final outcome WIN,
693,2026-07-26|a'ja wilson|portland fire @ las vegas aces|ra|under|12.5||-120.5,2026-07-25,A'ja Wilson,Portland Fire @ Las Vegas Aces,RA,UNDER,12.5,WIN,graded,final outcome WIN,
694,2026-07-26|jessica shepard|atlanta dream @ dallas wings|ast|over|4.5||-162.0,2026-07-25,Jessica Shepard,Atlanta Dream @ Dallas Wings,AST,OVER,4.5,WIN,graded,final outcome WIN,
695,2026-07-26|janelle salaun|golden state valkyries @ phoenix mercury|3pm|under|2.5||-210.0,2026-07-29,Janelle Salaun,Golden State Valkyries @ Phoenix Mercury,3PM,UNDER,2.5,WIN,graded,final outcome WIN,
696,2026-07-26|natasha howard|toronto tempo @ minnesota lynx|pa|under|14.5||-116.5,2026-07-25,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PA,UNDER,14.5,WIN,graded,final outcome WIN,
697,2026-07-26|natasha howard|toronto tempo @ minnesota lynx|pts|under|11.5||49.5,2026-07-25,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PTS,UNDER,11.5,WIN,graded,final outcome WIN,
698,2026-07-26|natasha howard|toronto tempo @ minnesota lynx|pr|under|18.5||-113.5,2026-07-25,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PR,UNDER,18.5,WIN,graded,final outcome WIN,
699,2026-07-26|natasha howard|toronto tempo @ minnesota lynx|pra|under|21.5||-124.67,2026-07-25,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PRA,UNDER,21.5,WIN,graded,final outcome WIN,
700,2026-07-27|kayla mcbride|toronto tempo @ minnesota lynx|ast|under|2.5||-158.5,2026-07-28,Kayla McBride,Toronto Tempo @ Minnesota Lynx,AST,UNDER,2.5,LOSS,graded,final outcome LOSS,
701,2026-07-27|sabrina ionescu|new york liberty @ los angeles sparks|ast|under|5.5||-143.25,2026-07-28,Sabrina Ionescu,New York Liberty @ Los Angeles Sparks,AST,UNDER,5.5,LOSS,graded,final outcome LOSS,
702,2026-07-27|jordin canada|atlanta dream @ dallas wings|3pm|under|1.5||-237.33,2026-07-29,Jordin Canada,Atlanta Dream @ Dallas Wings,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
703,2026-07-27|natisha hiedeman|indiana fever @ seattle storm|3pm|under|2.5||-202.0,2026-07-28,Natisha Hiedeman,Indiana Fever @ Seattle Storm,3PM,UNDER,2.5,LOSS,graded,final outcome LOSS,
704,2026-07-27|rhyne howard|atlanta dream @ dallas wings|pa|under|21.5||-128.0,2026-07-29,Rhyne Howard,Atlanta Dream @ Dallas Wings,PA,UNDER,21.5,WIN,graded,final outcome WIN,
705,2026-07-27|jordin canada|atlanta dream @ dallas wings|ast|over|7.5||-147.67,2026-07-29,Jordin Canada,Atlanta Dream @ Dallas Wings,AST,OVER,7.5,WIN,graded,final outcome WIN,
706,2026-07-27|sabrina ionescu|new york liberty @ los angeles sparks|ra|under|9.5||-123.5,2026-07-28,Sabrina Ionescu,New York Liberty @ Los Angeles Sparks,RA,UNDER,9.5,LOSS,graded,final outcome LOSS,
707,2026-07-27|rhyne howard|atlanta dream @ dallas wings|pra|under|25.5||-121.0,2026-07-29,Rhyne Howard,Atlanta Dream @ Dallas Wings,PRA,UNDER,25.5,WIN,graded,final outcome WIN,
708,2026-07-27|rhyne howard|atlanta dream @ dallas wings|pts|under|17.5||-117.67,2026-07-29,Rhyne Howard,Atlanta Dream @ Dallas Wings,PTS,UNDER,17.5,WIN,graded,final outcome WIN,
709,2026-07-27|sabrina ionescu|new york liberty @ los angeles sparks|reb|under|4.5||-164.75,2026-07-28,Sabrina Ionescu,New York Liberty @ Los Angeles Sparks,REB,UNDER,4.5,LOSS,graded,final outcome LOSS,
710,2026-07-27|rhyne howard|atlanta dream @ dallas wings|pr|under|21.5||-111.5,2026-07-29,Rhyne Howard,Atlanta Dream @ Dallas Wings,PR,UNDER,21.5,WIN,graded,final outcome WIN,
711,2026-07-27|jordin canada|atlanta dream @ dallas wings|ra|over|11.5||-129.5,2026-07-29,Jordin Canada,Atlanta Dream @ Dallas Wings,RA,OVER,11.5,WIN,graded,final outcome WIN,
712,2026-07-27|rhyne howard|atlanta dream @ dallas wings|pa|under|20.5||-102.0,2026-07-29,Rhyne Howard,Atlanta Dream @ Dallas Wings,PA,UNDER,20.5,WIN,graded,final outcome WIN,
713,2026-07-27|aliyah boston|indiana fever @ seattle storm|ra|under|11.5||-124.0,2026-07-28,Aliyah Boston,Indiana Fever @ Seattle Storm,RA,UNDER,11.5,WIN,graded,final outcome WIN,
714,2026-07-27|natisha hiedeman|indiana fever @ seattle storm|pts|under|15.5||-130.0,2026-07-28,Natisha Hiedeman,Indiana Fever @ Seattle Storm,PTS,UNDER,15.5,LOSS,graded,final outcome LOSS,
715,2026-07-27|olivia miles|toronto tempo @ minnesota lynx|3pm|under|1.5||-180.5,2026-07-28,Olivia Miles,Toronto Tempo @ Minnesota Lynx,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
716,2026-07-27|nalyssa smith|portland fire @ las vegas aces|reb|under|5.5||-127.5,2026-07-27,NaLyssa Smith,Portland Fire @ Las Vegas Aces,REB,UNDER,5.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
717,2026-07-27|a'ja wilson|portland fire @ las vegas aces|reb|under|9.5||-53.0,2026-07-28,A'ja Wilson,Portland Fire @ Las Vegas Aces,REB,UNDER,9.5,LOSS,graded,final outcome LOSS,
718,2026-07-27|paige bueckers|atlanta dream @ dallas wings|ra|under|10.5||-146.0,2026-07-29,Paige Bueckers,Atlanta Dream @ Dallas Wings,RA,UNDER,10.5,WIN,graded,final outcome WIN,
719,2026-07-27|natisha hiedeman|indiana fever @ seattle storm|3pm|under|1.5||141.0,2026-07-28,Natisha Hiedeman,Indiana Fever @ Seattle Storm,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
720,2026-07-27|natasha howard|toronto tempo @ minnesota lynx|pts|under|12.5||-125.0,2026-07-28,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PTS,UNDER,12.5,LOSS,graded,final outcome LOSS,
721,2026-07-27|dewanna bonner|golden state valkyries @ phoenix mercury|3pm|under|1.5||-207.33,2026-07-29,DeWanna Bonner,Golden State Valkyries @ Phoenix Mercury,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
722,2026-07-27|kahleah copper|golden state valkyries @ phoenix mercury|3pm|under|1.5||113.0,2026-07-29,Kahleah Copper,Golden State Valkyries @ Phoenix Mercury,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
723,2026-07-27|natisha hiedeman|indiana fever @ seattle storm|pr|under|17.5||-114.0,2026-07-28,Natisha Hiedeman,Indiana Fever @ Seattle Storm,PR,UNDER,17.5,LOSS,graded,final outcome LOSS,
724,2026-07-27|a'ja wilson|portland fire @ las vegas aces|ra|under|13.5||-134.0,2026-07-28,A'ja Wilson,Portland Fire @ Las Vegas Aces,RA,UNDER,13.5,LOSS,graded,final outcome LOSS,
725,2026-07-27|natisha hiedeman|indiana fever @ seattle storm|reb|under|2.5||-107.0,2026-07-28,Natisha Hiedeman,Indiana Fever @ Seattle Storm,REB,UNDER,2.5,LOSS,graded,final outcome LOSS,
726,2026-07-27|aliyah boston|indiana fever @ seattle storm|3pm|under|1.5||-235.25,2026-07-28,Aliyah Boston,Indiana Fever @ Seattle Storm,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
727,2026-07-27|kelsey mitchell|indiana fever @ seattle storm|ast|under|2.5||-112.0,2026-07-28,Kelsey Mitchell,Indiana Fever @ Seattle Storm,AST,UNDER,2.5,WIN,graded,final outcome WIN,
728,2026-07-27|awa fam|indiana fever @ seattle storm|reb|over|6.5||-112.4,2026-07-28,Awa Fam,Indiana Fever @ Seattle Storm,REB,OVER,6.5,LOSS,graded,final outcome LOSS,
729,2026-07-27|aliyah boston|indiana fever @ seattle storm|reb|under|8.5||-136.75,2026-07-28,Aliyah Boston,Indiana Fever @ Seattle Storm,REB,UNDER,8.5,WIN,graded,final outcome WIN,
730,2026-07-27|natasha howard|toronto tempo @ minnesota lynx|pts|under|11.5||-102.0,2026-07-28,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PTS,UNDER,11.5,LOSS,graded,final outcome LOSS,
731,2026-07-27|breanna stewart|new york liberty @ los angeles sparks|reb|over|8.5||-116.0,2026-07-28,Breanna Stewart,New York Liberty @ Los Angeles Sparks,REB,OVER,8.5,LOSS,graded,final outcome LOSS,
732,2026-07-27|a'ja wilson|portland fire @ las vegas aces|ra|under|12.5||-112.0,2026-07-28,A'ja Wilson,Portland Fire @ Las Vegas Aces,RA,UNDER,12.5,LOSS,graded,final outcome LOSS,
733,2026-07-27|jessica shepard|atlanta dream @ dallas wings|ast|over|4.5||-151.0,2026-07-29,Jessica Shepard,Atlanta Dream @ Dallas Wings,AST,OVER,4.5,WIN,graded,final outcome WIN,
734,2026-07-27|janelle salaun|golden state valkyries @ phoenix mercury|3pm|under|2.5||-202.33,2026-07-29,Janelle Salaun,Golden State Valkyries @ Phoenix Mercury,3PM,UNDER,2.5,WIN,graded,final outcome WIN,
735,2026-07-27|natasha howard|toronto tempo @ minnesota lynx|pa|under|14.5||-118.0,2026-07-28,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PA,UNDER,14.5,LOSS,graded,final outcome LOSS,
736,2026-07-27|natasha howard|toronto tempo @ minnesota lynx|pr|under|18.5||-109.5,2026-07-28,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PR,UNDER,18.5,LOSS,graded,final outcome LOSS,
737,2026-07-27|breanna stewart|new york liberty @ los angeles sparks|ra|over|12.5||1.0,2026-07-28,Breanna Stewart,New York Liberty @ Los Angeles Sparks,RA,OVER,12.5,LOSS,graded,final outcome LOSS,
738,2026-07-27|natasha howard|toronto tempo @ minnesota lynx|pra|under|21.5||-121.33,2026-07-28,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PRA,UNDER,21.5,LOSS,graded,final outcome LOSS,
739,2026-07-28|isabelle harrison|toronto tempo @ minnesota lynx|ast|under|2.5||-204.0,2026-07-28,Isabelle Harrison,Toronto Tempo @ Minnesota Lynx,AST,UNDER,2.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
740,2026-07-28|kayla mcbride|toronto tempo @ minnesota lynx|ast|under|2.5||-159.5,2026-07-28,Kayla McBride,Toronto Tempo @ Minnesota Lynx,AST,UNDER,2.5,LOSS,graded,final outcome LOSS,
741,2026-07-28|sabrina ionescu|new york liberty @ los angeles sparks|ast|under|5.5||-170.33,2026-07-28,Sabrina Ionescu,New York Liberty @ Los Angeles Sparks,AST,UNDER,5.5,LOSS,graded,final outcome LOSS,
742,2026-07-28|jordin canada|atlanta dream @ dallas wings|3pm|under|1.5||-238.0,2026-07-29,Jordin Canada,Atlanta Dream @ Dallas Wings,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
743,2026-07-28|rhyne howard|atlanta dream @ dallas wings|pa|under|21.5||-127.0,2026-07-29,Rhyne Howard,Atlanta Dream @ Dallas Wings,PA,UNDER,21.5,WIN,graded,final outcome WIN,
744,2026-07-28|jordin canada|atlanta dream @ dallas wings|ast|over|7.5||-150.33,2026-07-29,Jordin Canada,Atlanta Dream @ Dallas Wings,AST,OVER,7.5,WIN,graded,final outcome WIN,
745,2026-07-28|sabrina ionescu|new york liberty @ los angeles sparks|ra|under|9.5||-136.0,2026-07-28,Sabrina Ionescu,New York Liberty @ Los Angeles Sparks,RA,UNDER,9.5,LOSS,graded,final outcome LOSS,
746,2026-07-28|rhyne howard|atlanta dream @ dallas wings|pra|under|25.5||-119.33,2026-07-29,Rhyne Howard,Atlanta Dream @ Dallas Wings,PRA,UNDER,25.5,WIN,graded,final outcome WIN,
747,2026-07-28|rhyne howard|atlanta dream @ dallas wings|pts|under|17.5||-116.5,2026-07-29,Rhyne Howard,Atlanta Dream @ Dallas Wings,PTS,UNDER,17.5,WIN,graded,final outcome WIN,
748,2026-07-28|nneka ogwumike|new york liberty @ los angeles sparks|reb|over|8.5||-122.8,2026-07-28,Nneka Ogwumike,New York Liberty @ Los Angeles Sparks,REB,OVER,8.5,LOSS,graded,final outcome LOSS,
749,2026-07-28|sabrina ionescu|new york liberty @ los angeles sparks|reb|under|4.5||-167.75,2026-07-28,Sabrina Ionescu,New York Liberty @ Los Angeles Sparks,REB,UNDER,4.5,LOSS,graded,final outcome LOSS,
750,2026-07-28|rhyne howard|atlanta dream @ dallas wings|pr|under|21.5||-111.5,2026-07-29,Rhyne Howard,Atlanta Dream @ Dallas Wings,PR,UNDER,21.5,WIN,graded,final outcome WIN,
751,2026-07-28|jordin canada|atlanta dream @ dallas wings|ra|over|11.5||-130.5,2026-07-29,Jordin Canada,Atlanta Dream @ Dallas Wings,RA,OVER,11.5,WIN,graded,final outcome WIN,
752,2026-07-28|aliyah boston|indiana fever @ seattle storm|ra|under|11.5||-127.0,2026-07-28,Aliyah Boston,Indiana Fever @ Seattle Storm,RA,UNDER,11.5,WIN,graded,final outcome WIN,
753,2026-07-28|paige bueckers|atlanta dream @ dallas wings|reb|under|4.5||-164.0,2026-07-29,Paige Bueckers,Atlanta Dream @ Dallas Wings,REB,UNDER,4.5,WIN,graded,final outcome WIN,
754,2026-07-28|natisha hiedeman|indiana fever @ seattle storm|pts|under|15.5||-123.5,2026-07-28,Natisha Hiedeman,Indiana Fever @ Seattle Storm,PTS,UNDER,15.5,LOSS,graded,final outcome LOSS,
755,2026-07-28|olivia miles|toronto tempo @ minnesota lynx|3pm|under|1.5||-177.25,2026-07-28,Olivia Miles,Toronto Tempo @ Minnesota Lynx,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
756,2026-07-28|nalyssa smith|portland fire @ las vegas aces|reb|under|5.5||-133.0,2026-07-28,NaLyssa Smith,Portland Fire @ Las Vegas Aces,REB,UNDER,5.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
757,2026-07-28|natisha hiedeman|indiana fever @ seattle storm|pr|under|18.5||-121.0,2026-07-28,Natisha Hiedeman,Indiana Fever @ Seattle Storm,PR,UNDER,18.5,LOSS,graded,final outcome LOSS,
758,2026-07-28|a'ja wilson|portland fire @ las vegas aces|reb|under|9.5||-51.25,2026-07-28,A'ja Wilson,Portland Fire @ Las Vegas Aces,REB,UNDER,9.5,LOSS,graded,final outcome LOSS,
759,2026-07-28|paige bueckers|atlanta dream @ dallas wings|ra|under|10.5||-138.0,2026-07-29,Paige Bueckers,Atlanta Dream @ Dallas Wings,RA,UNDER,10.5,WIN,graded,final outcome WIN,
760,2026-07-28|natasha howard|toronto tempo @ minnesota lynx|pts|under|12.5||-117.67,2026-07-28,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PTS,UNDER,12.5,LOSS,graded,final outcome LOSS,
761,2026-07-28|dewanna bonner|golden state valkyries @ phoenix mercury|3pm|under|1.5||-206.75,2026-07-29,DeWanna Bonner,Golden State Valkyries @ Phoenix Mercury,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
762,2026-07-28|kahleah copper|golden state valkyries @ phoenix mercury|3pm|under|1.5||114.0,2026-07-29,Kahleah Copper,Golden State Valkyries @ Phoenix Mercury,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
763,2026-07-28|natisha hiedeman|indiana fever @ seattle storm|3pm|under|1.5||114.0,2026-07-28,Natisha Hiedeman,Indiana Fever @ Seattle Storm,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
764,2026-07-28|a'ja wilson|portland fire @ las vegas aces|ra|under|13.5||-128.0,2026-07-28,A'ja Wilson,Portland Fire @ Las Vegas Aces,RA,UNDER,13.5,LOSS,graded,final outcome LOSS,
765,2026-07-28|jordin canada|atlanta dream @ dallas wings|reb|under|3.5||-58.25,2026-07-29,Jordin Canada,Atlanta Dream @ Dallas Wings,REB,UNDER,3.5,LOSS,graded,final outcome LOSS,
766,2026-07-28|natisha hiedeman|indiana fever @ seattle storm|reb|under|2.5||-103.5,2026-07-28,Natisha Hiedeman,Indiana Fever @ Seattle Storm,REB,UNDER,2.5,LOSS,graded,final outcome LOSS,
767,2026-07-28|nneka ogwumike|new york liberty @ los angeles sparks|pts|under|17.5||-55.75,2026-07-28,Nneka Ogwumike,New York Liberty @ Los Angeles Sparks,PTS,UNDER,17.5,LOSS,graded,final outcome LOSS,
768,2026-07-28|aliyah boston|indiana fever @ seattle storm|3pm|under|1.5||-237.0,2026-07-28,Aliyah Boston,Indiana Fever @ Seattle Storm,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
769,2026-07-28|aliyah boston|indiana fever @ seattle storm|reb|under|8.5||-136.25,2026-07-28,Aliyah Boston,Indiana Fever @ Seattle Storm,REB,UNDER,8.5,WIN,graded,final outcome WIN,
770,2026-07-28|kelsey mitchell|indiana fever @ seattle storm|ast|under|2.5||-127.0,2026-07-28,Kelsey Mitchell,Indiana Fever @ Seattle Storm,AST,UNDER,2.5,WIN,graded,final outcome WIN,
771,2026-07-28|awa fam|indiana fever @ seattle storm|reb|over|6.5||-124.6,2026-07-28,Awa Fam,Indiana Fever @ Seattle Storm,REB,OVER,6.5,LOSS,graded,final outcome LOSS,
772,2026-07-28|natasha howard|toronto tempo @ minnesota lynx|pts|under|11.5||-103.0,2026-07-28,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PTS,UNDER,11.5,LOSS,graded,final outcome LOSS,
773,2026-07-28|nneka ogwumike|new york liberty @ los angeles sparks|pra|under|30.5||-122.0,2026-07-28,Nneka Ogwumike,New York Liberty @ Los Angeles Sparks,PRA,UNDER,30.5,LOSS,graded,final outcome LOSS,
774,2026-07-28|a'ja wilson|portland fire @ las vegas aces|ra|under|12.5||106.0,2026-07-28,A'ja Wilson,Portland Fire @ Las Vegas Aces,RA,UNDER,12.5,LOSS,graded,final outcome LOSS,
775,2026-07-28|breanna stewart|new york liberty @ los angeles sparks|reb|over|8.5||-122.6,2026-07-28,Breanna Stewart,New York Liberty @ Los Angeles Sparks,REB,OVER,8.5,LOSS,graded,final outcome LOSS,
776,2026-07-28|nneka ogwumike|new york liberty @ los angeles sparks|pa|under|21.5||-125.0,2026-07-28,Nneka Ogwumike,New York Liberty @ Los Angeles Sparks,PA,UNDER,21.5,LOSS,graded,final outcome LOSS,
777,2026-07-28|nneka ogwumike|new york liberty @ los angeles sparks|ast|under|3.5||-148.5,2026-07-28,Nneka Ogwumike,New York Liberty @ Los Angeles Sparks,AST,UNDER,3.5,LOSS,graded,final outcome LOSS,
778,2026-07-28|nneka ogwumike|new york liberty @ los angeles sparks|3pm|under|1.5||-141.5,2026-07-28,Nneka Ogwumike,New York Liberty @ Los Angeles Sparks,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
779,2026-07-28|jessica shepard|atlanta dream @ dallas wings|ast|over|4.5||-154.0,2026-07-29,Jessica Shepard,Atlanta Dream @ Dallas Wings,AST,OVER,4.5,WIN,graded,final outcome WIN,
780,2026-07-28|janelle salaun|golden state valkyries @ phoenix mercury|3pm|under|2.5||-205.0,2026-07-29,Janelle Salaun,Golden State Valkyries @ Phoenix Mercury,3PM,UNDER,2.5,WIN,graded,final outcome WIN,
781,2026-07-28|sabrina ionescu|new york liberty @ los angeles sparks|ast|under|4.5||120.0,2026-07-28,Sabrina Ionescu,New York Liberty @ Los Angeles Sparks,AST,UNDER,4.5,LOSS,graded,final outcome LOSS,
782,2026-07-28|natasha howard|toronto tempo @ minnesota lynx|pa|under|14.5||-110.0,2026-07-28,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PA,UNDER,14.5,LOSS,graded,final outcome LOSS,
783,2026-07-28|natasha howard|toronto tempo @ minnesota lynx|pr|under|19.5||-128.0,2026-07-28,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PR,UNDER,19.5,WIN,graded,final outcome WIN,
784,2026-07-28|natasha howard|toronto tempo @ minnesota lynx|pr|under|18.5||-119.0,2026-07-28,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PR,UNDER,18.5,LOSS,graded,final outcome LOSS,
785,2026-07-28|natasha howard|toronto tempo @ minnesota lynx|pra|under|21.5||-112.33,2026-07-28,Natasha Howard,Toronto Tempo @ Minnesota Lynx,PRA,UNDER,21.5,LOSS,graded,final outcome LOSS,
786,2026-07-28|aneesah morrow|connecticut sun @ washington mystics|reb|under|8.5||-147.5,2026-07-28,Aneesah Morrow,Connecticut Sun @ Washington Mystics,REB,UNDER,8.5,WIN,graded,final outcome WIN,
787,2026-07-29|jordin canada|atlanta dream @ dallas wings|3pm|under|1.5||-237.5,2026-07-29,Jordin Canada,Atlanta Dream @ Dallas Wings,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
788,2026-07-29|rhyne howard|atlanta dream @ dallas wings|pa|under|21.5||-124.5,2026-07-29,Rhyne Howard,Atlanta Dream @ Dallas Wings,PA,UNDER,21.5,WIN,graded,final outcome WIN,
789,2026-07-29|jordin canada|atlanta dream @ dallas wings|ast|over|7.5||-154.0,2026-07-29,Jordin Canada,Atlanta Dream @ Dallas Wings,AST,OVER,7.5,WIN,graded,final outcome WIN,
790,2026-07-29|rhyne howard|atlanta dream @ dallas wings|pra|under|25.5||-122.67,2026-07-29,Rhyne Howard,Atlanta Dream @ Dallas Wings,PRA,UNDER,25.5,WIN,graded,final outcome WIN,
791,2026-07-29|rhyne howard|atlanta dream @ dallas wings|pts|under|17.5||-114.0,2026-07-29,Rhyne Howard,Atlanta Dream @ Dallas Wings,PTS,UNDER,17.5,WIN,graded,final outcome WIN,
792,2026-07-29|rhyne howard|atlanta dream @ dallas wings|pr|under|21.5||-114.0,2026-07-29,Rhyne Howard,Atlanta Dream @ Dallas Wings,PR,UNDER,21.5,WIN,graded,final outcome WIN,
793,2026-07-29|jackie young|new york liberty @ las vegas aces|ast|under|7.5||-151.0,2026-07-30,Jackie Young,New York Liberty @ Las Vegas Aces,AST,UNDER,7.5,LOSS,graded,final outcome LOSS,
794,2026-07-29|veronica burton|golden state valkyries @ phoenix mercury|pts|under|12.5||-118.0,2026-07-29,Veronica Burton,Golden State Valkyries @ Phoenix Mercury,PTS,UNDER,12.5,LOSS,graded,final outcome LOSS,
795,2026-07-29|veronica burton|golden state valkyries @ phoenix mercury|pr|under|16.5||-126.0,2026-07-29,Veronica Burton,Golden State Valkyries @ Phoenix Mercury,PR,UNDER,16.5,LOSS,graded,final outcome LOSS,
796,2026-07-29|courtney williams|minnesota lynx @ toronto tempo|ast|over|3.5||-163.0,2026-07-29,Courtney Williams,Minnesota Lynx @ Toronto Tempo,AST,OVER,3.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
797,2026-07-29|jordin canada|atlanta dream @ dallas wings|ra|over|11.5||-136.0,2026-07-29,Jordin Canada,Atlanta Dream @ Dallas Wings,RA,OVER,11.5,WIN,graded,final outcome WIN,
798,2026-07-29|rhyne howard|atlanta dream @ dallas wings|3pm|under|3.5||-170.5,2026-07-29,Rhyne Howard,Atlanta Dream @ Dallas Wings,3PM,UNDER,3.5,WIN,graded,final outcome WIN,
799,2026-07-29|breanna stewart|new york liberty @ las vegas aces|ast|over|3.5||112.5,2026-07-30,Breanna Stewart,New York Liberty @ Las Vegas Aces,AST,OVER,3.5,LOSS,graded,final outcome LOSS,
800,2026-07-29|azzi fudd|atlanta dream @ dallas wings|ast|under|2.5||-200.0,2026-07-29,Azzi Fudd,Atlanta Dream @ Dallas Wings,AST,UNDER,2.5,WIN,graded,final outcome WIN,
801,2026-07-29|paige bueckers|atlanta dream @ dallas wings|ra|under|10.5||-143.0,2026-07-29,Paige Bueckers,Atlanta Dream @ Dallas Wings,RA,UNDER,10.5,WIN,graded,final outcome WIN,
